QUALITY COUNTS REPORT
=====================

Type:,Vehicle Classification Data
Location:, Sears Point Rd (SR 37) E of Noble Rd (VSC + Gap)
Specific Location:, Sears Point Rd (SR 37) E of Noble Rd (VSC + Gap)
City/State:,Sonoma,CA
QCJobNo:,13715702
Date:,Sep 30 2016 - Oct 06 2016
Direction:,EB
Comments:,

'===============================================================================================================================

Date:,Sep 30 2016,
Start Time,Motorcycles,Cars &,2 Axle,Buses,2 Axle,3 Axle,4 Axle,<5 Axle,5 Axle,>6 Axle,<6 Axle,6 Axle,>6 Axle,Not,Total
,,Trailer,Long,,6 Tire,Single,Single,Double,Double,Double,Multi,Multi,Multi,Classified
PM Peak,7:00 PM,2:00 PM,1:00 PM,12:00 PM,2:00 PM,7:00 PM,,12:00 PM,1:00 PM,,12:00 PM,,,2:00 PM,2:00 PM,
Volume,1,787,152,19,55,1,,69,1,,9,,,14,1062,

'===============================================================================================================================

Date:,Oct 04 2016,
Start Time,Motorcycles,Cars &,2 Axle,Buses,2 Axle,3 Axle,4 Axle,<5 Axle,5 Axle,>6 Axle,<6 Axle,6 Axle,>6 Axle,Not,Total
,,Trailer,Long,,6 Tire,Single,Single,Double,Double,Double,Multi,Multi,Multi,Classified
12:00 AM,0,67,11,0,2,0,0,12,0,0,4,0,0,5,101,
1:00 AM,0,47,10,1,1,0,0,12,0,0,9,0,0,6,86,
2:00 AM,0,58,12,0,1,0,0,20,0,0,5,0,0,7,103,
3:00 AM,0,124,29,2,3,0,0,37,0,0,12,0,0,5,212,
4:00 AM,0,318,78,7,19,0,0,30,0,0,15,0,0,11,478,
5:00 AM,0,904,195,3,48,0,0,56,4,0,17,0,0,23,1250,
6:00 AM,1,984,201,11,75,0,0,40,3,0,11,0,0,22,1348,
7:00 AM,28,796,172,10,53,9,0,40,20,0,6,0,0,69,1203,
8:00 AM,27,839,155,10,58,7,0,35,20,1,7,1,0,81,1241,
9:00 AM,19,744,166,17,81,6,0,36,24,1,13,0,0,79,1186,
10:00 AM,31,709,171,23,53,4,0,51,24,0,9,0,0,89,1164,
11:00 AM,17,626,155,11,60,4,0,59,26,0,7,0,0,64,1029,
12:00 PM,0,582,115,14,58,0,0,64,0,0,4,0,0,11,848,
1:00 PM,0,684,124,8,55,0,0,73,0,0,5,0,0,16,965,
2:00 PM,1,733,136,9,42,0,0,44,2,0,2,0,0,5,974,
3:00 PM,0,726,169,3,58,0,0,38,1,0,1,0,0,13,1009,
