Day,Lane,Time,Speed,Length,class,Headway,Direction
29,1,9:30:22 AM,SnMis,Info:,4,8.1,NB
29,1,9:31:10 AM,SnMis,Info:,4,48.2,NB
29,1,9:32:07 AM,62.9,12.1,2,56.4,NB
29,1,9:33:23 AM,51.3,60.6,4,76.3,NB
29,1,9:35:02 AM,62.9,45.6,4,99.3,NB
29,1,9:35:04 AM,64.2,10.8,2,2,NB
29,1,9:35:06 AM,63,12.9,2,2.1,NB
29,1,9:35:09 AM,62.9,45.3,4,2.9,NB
29,1,9:35:12 AM,65.4,16.9,2,2.5,NB
29,1,9:35:18 AM,64.2,12.7,2,6.2,NB
29,1,9:35:27 AM,70.8,16.8,2,8.9,NB
29,1,9:35:39 AM,62.9,12.7,2,12,NB
29,1,9:35:52 AM,66.7,15.3,2,13.4,NB
29,1,9:36:41 AM,62.9,16.6,2,48.9,NB
29,1,9:36:45 AM,61.7,13.7,2,4.1,NB
29,1,9:38:48 AM,59.5,16.2,2,122.6,NB
29,1,9:38:50 AM,61.6,39.5,4,2.1,NB
29,1,9:39:51 AM,59.5,13.4,2,61,NB
29,1,9:39:55 AM,66.6,12.4,2,4.4,NB
29,1,9:40:05 AM,64.1,15.8,2,9.1,NB
29,1,9:41:30 AM,65.4,14.7,2,85.2,NB
29,1,9:41:35 AM,60.6,12.5,2,5.4,NB
29,1,9:41:47 AM,68,13.9,2,12.4,NB
29,1,9:42:03 AM,SnMis,Info:,4,15.5,NB
29,1,9:43:09 AM,62.9,31.5,4,66.4,NB
29,1,9:43:32 AM,67.9,15.5,2,22.4,NB
29,1,9:43:48 AM,65.4,12.2,2,15.9,NB
29,1,9:43:57 AM,68,15.4,2,9.2,NB
29,1,9:43:59 AM,66.7,15,2,1.8,NB
29,1,9:44:11 AM,59.5,20.2,2,12.5,NB
29,1,9:44:12 AM,58.4,39.8,4,1.4,NB
29,1,9:45:36 AM,64,32.8,4,83.2,NB
29,1,9:45:39 AM,64.2,31.6,4,3.6,NB
29,1,9:45:42 AM,64.2,13.2,2,2.2,NB
29,1,9:46:07 AM,68,13.7,2,25.8,NB
29,1,9:47:43 AM,68,13.9,2,95.8,NB
29,1,9:47:59 AM,66.6,14.6,2,16.1,NB
29,1,9:48:20 AM,62.9,18.4,2,20.6,NB
29,1,9:48:42 AM,64.2,14.8,2,22.7,NB
29,1,9:48:45 AM,66.7,14.1,2,2.3,NB
29,1,9:49:11 AM,67.9,13.9,2,26.7,NB
29,1,9:49:49 AM,73.8,1.4,2,37.6,NB
29,1,9:50:22 AM,64.2,15.4,2,33,NB
29,1,9:52:27 AM,62.9,17.5,2,124.7,NB
29,1,9:52:28 AM,62.8,15.1,2,1.5,NB
29,1,9:52:34 AM,64.2,14,2,5.3,NB
29,1,9:53:06 AM,70.9,12.5,2,32.5,NB
29,1,9:53:10 AM,60.5,34.7,4,3.8,NB
29,1,9:53:12 AM,55.6,12.8,2,2.5,NB
29,1,9:53:15 AM,61.7,12,2,2.3,NB
29,1,9:53:17 AM,60.6,14.6,2,2,NB
29,1,9:53:19 AM,61.8,14.7,2,1.8,NB
29,1,9:53:20 AM,62.8,15.9,2,1.6,NB
29,1,9:53:22 AM,61.7,12,2,1.8,NB
29,1,9:54:19 AM,66.6,17.9,2,56.6,NB
29,1,9:54:30 AM,60.7,15.5,2,10.9,NB
29,1,9:54:31 AM,61.6,41.8,4,1.8,NB
29,1,9:54:41 AM,66.7,15.9,2,10.1,NB
29,1,9:57:45 AM,67.9,16.7,2,183.9,NB
29,1,9:58:03 AM,67.9,16.5,2,17.7,NB
29,1,9:58:23 AM,66.7,14.6,2,20,NB
29,1,9:58:55 AM,62.8,12.9,2,32.3,NB
30,1,9:00:03 AM,65.4,16.4,2,56.8,NB
30,1,9:00:05 AM,68,18,2,2.4,NB
30,1,9:00:50 AM,61.7,15.8,2,45.2,NB
30,1,9:01:30 AM,52.1,13.7,2,39.6,NB
30,1,9:01:47 AM,61.6,22.6,2,17,NB
30,1,9:01:48 AM,SnMis,Info:,4,0.7,NB
30,1,9:01:52 AM,62.8,15.6,2,4.4,NB
30,1,9:02:14 AM,66.7,12.7,2,21.7,NB
30,1,9:03:21 AM,59.5,15.3,2,67.6,NB
30,1,9:03:23 AM,60.7,15.4,2,1.4,NB
30,1,9:03:25 AM,60.6,13.6,2,2.9,NB
30,1,9:03:27 AM,60.5,62.5,4,1.7,NB
30,1,9:03:30 AM,62.9,14.1,2,3.1,NB
30,1,9:03:33 AM,60.5,13.3,2,2.5,NB
30,1,9:04:42 AM,62.8,14.8,2,68.7,NB
30,1,9:04:55 AM,67,16.1,2,13.1,NB
30,1,9:04:56 AM,68,17.3,2,1.6,NB
30,1,9:05:10 AM,58.4,65,4,13.6,NB
30,1,9:06:17 AM,64,17.3,2,66.8,NB
30,1,9:06:56 AM,62.8,41.4,4,39.4,NB
30,1,9:06:57 AM,64.2,14.5,2,1.5,NB
30,1,9:07:00 AM,61.6,14,2,2.6,NB
30,1,9:07:19 AM,60.5,27.5,4,19,NB
30,1,9:08:10 AM,58.3,13.9,2,51.1,NB
30,1,9:08:18 AM,58.4,17.4,2,7.8,NB
30,1,9:08:21 AM,58.3,33.5,4,2.5,NB
30,1,9:08:31 AM,66.6,15.1,2,10.8,NB
30,1,9:08:33 AM,66.7,12.7,2,1.7,NB
30,1,9:08:35 AM,65.3,14.7,2,2.5,NB
30,1,9:08:59 AM,62.9,20.5,2,23.4,NB
30,1,9:09:04 AM,63.9,16.9,2,5,NB
30,1,9:09:15 AM,64.1,12.7,2,11.5,NB
30,1,9:09:40 AM,54.6,36.8,4,24.6,NB
30,1,9:10:10 AM,60.5,16.6,2,30.1,NB
30,1,9:10:12 AM,61.8,18.1,2,1.6,NB
30,1,9:10:33 AM,65.2,13.9,2,21.5,NB
30,1,9:11:39 AM,69.3,26.9,4,65.7,NB
30,1,9:11:52 AM,65.3,16.2,2,13.2,NB
30,1,9:12:07 AM,59.5,10.3,2,14.5,NB
30,1,9:13:01 AM,64,57.8,4,54.5,NB
30,1,9:13:03 AM,SnMis,Info:,4,2.1,NB
30,1,9:13:10 AM,SnMis,Info:,4,6.6,NB
30,1,9:14:28 AM,56.5,14,2,77.8,NB
30,1,9:14:29 AM,56.5,17.4,2,1.2,NB
30,1,9:14:34 AM,60.6,14.8,2,5,NB
30,1,9:14:35 AM,56.5,20.6,2,1.6,NB
30,1,9:15:19 AM,66.5,16.8,2,43.5,NB
30,1,9:15:45 AM,67.9,12.3,2,26.1,NB
30,1,9:16:01 AM,65.3,15.3,2,16.2,NB
30,1,9:16:03 AM,66.6,14.9,2,2,NB
30,1,9:16:11 AM,70.8,16.4,2,8.1,NB
30,1,9:16:13 AM,68,13.1,2,1.5,NB
30,1,9:17:16 AM,65.4,13.7,2,62.7,NB
30,1,9:17:51 AM,69.5,15.6,2,35.5,NB
30,1,9:17:53 AM,68.2,14.1,2,1.9,NB
30,1,9:18:44 AM,62.8,68.4,4,51.5,NB
30,1,9:19:11 AM,55.5,45.6,4,26.5,NB
30,1,9:19:12 AM,SnMis,Info:,4,0.6,NB
30,1,9:19:46 AM,72.5,15.5,2,34.4,NB
30,1,9:19:53 AM,61.6,26.9,4,6.8,NB
30,1,9:19:55 AM,62.8,24.3,4,2.7,NB
30,1,9:20:28 AM,64.1,14,2,32.7,NB
30,1,9:20:48 AM,57.4,15.3,2,19.7,NB
30,1,9:20:53 AM,64,12.4,2,5.2,NB
30,1,9:21:36 AM,62.9,13.3,2,42.6,NB
30,1,9:22:35 AM,65.2,17.8,2,59.5,NB
30,1,9:23:27 AM,62.8,18.3,2,51.3,NB
30,1,9:23:28 AM,62.9,15.1,2,1.6,NB
30,1,9:24:14 AM,47.7,17.2,2,45.4,NB
30,1,9:24:30 AM,67.9,12.9,2,16.2,NB
30,1,9:24:46 AM,66.5,14.7,2,16.4,NB
30,1,9:24:52 AM,65.3,16.2,2,6,NB
30,1,9:24:59 AM,61.8,14.6,2,6.7,NB
30,1,9:25:12 AM,60.5,18.5,2,13,NB
30,1,9:27:03 AM,66.5,19.4,2,110.9,NB
30,1,9:28:12 AM,61.8,13.5,2,69.3,NB
30,1,9:28:15 AM,62.8,13,2,2.8,NB
30,1,9:28:17 AM,60.5,18.7,2,2.6,NB
30,1,9:28:19 AM,59.5,17.1,2,1.7,NB
30,1,9:28:21 AM,58.4,15.4,2,1.5,NB
30,1,9:28:22 AM,58.5,14.1,2,1.2,NB
30,1,9:28:24 AM,60.7,13.5,2,2.2,NB
30,1,9:28:28 AM,57.4,56.3,4,3.8,NB
30,1,9:28:31 AM,56.5,16.6,2,2.8,NB
30,1,9:29:18 AM,81.2,14.7,2,47.6,NB
30,1,9:29:21 AM,62.8,64.5,4,3,NB
30,1,9:30:23 AM,53.7,29.1,4,61.9,NB
30,1,9:30:26 AM,54.6,16.5,2,2.6,NB
30,1,9:30:28 AM,53.7,16.2,2,2.1,NB
30,1,9:30:29 AM,53,14,2,1.2,NB
30,1,9:30:42 AM,62.7,58.6,4,13.3,NB
30,1,9:30:47 AM,62.7,15.5,2,4.8,NB
30,1,9:30:48 AM,SnMis,Info:,4,0.6,NB
30,1,9:32:54 AM,60.6,14.8,2,126.4,NB
30,1,9:32:57 AM,60.7,13.1,2,3.4,NB
30,1,9:34:40 AM,65.3,71.4,4,102.2,NB
30,1,9:35:06 AM,63.9,12,2,26.5,NB
30,1,9:35:10 AM,66.6,18.1,2,4,NB
30,1,9:35:12 AM,64.1,13.8,2,2,NB
30,1,9:35:15 AM,62.9,14.4,2,3,NB
30,1,9:35:44 AM,65.3,13.9,2,28.6,NB
30,1,9:36:02 AM,66.7,14.9,2,18.4,NB
30,1,9:37:05 AM,64,12.1,2,62.4,NB
30,1,9:37:17 AM,66.6,24,4,12.7,NB
30,1,9:37:41 AM,60.7,16.1,2,24.1,NB
30,1,9:37:43 AM,59.5,17.1,2,1.3,NB
30,1,9:37:49 AM,64.1,13.8,2,6.2,NB
30,1,9:37:50 AM,64.1,15.2,2,1.3,NB
30,1,9:38:12 AM,62.8,16.6,2,21.6,NB
30,1,9:38:16 AM,66.5,17.1,2,3.8,NB
30,1,9:38:41 AM,62.8,13.3,2,25.5,NB
30,1,9:38:42 AM,SnMis,Info:,4,0.6,NB
30,1,9:39:08 AM,65.2,9.9,2,26.5,NB
30,1,9:39:53 AM,60.5,15.9,2,44.6,NB
30,1,9:39:58 AM,58.5,13.8,2,5.4,NB
30,1,9:40:52 AM,58.4,41,4,53.9,NB
30,1,9:41:00 AM,56.5,13.7,2,8.2,NB
30,1,9:41:06 AM,57.5,14.4,2,5.6,NB
30,1,9:42:51 AM,65.2,75.8,4,105.7,NB
30,1,9:42:53 AM,SnMis,Info:,4,1.2,NB
30,1,9:43:01 AM,69.5,13.5,2,8.7,NB
30,1,9:43:12 AM,66.5,14.8,2,10.5,NB
30,1,9:43:16 AM,60.6,13.2,2,3.9,NB
30,1,9:45:21 AM,69.5,15.8,2,125.4,NB
30,1,9:45:26 AM,69.3,14.6,2,4.8,NB
30,1,9:45:28 AM,69.3,18.3,2,2,NB
30,1,9:46:21 AM,65.3,14.2,2,52.9,NB
30,1,9:47:00 AM,60.5,22,2,38.9,NB
30,1,9:47:01 AM,61.6,13.2,2,1.7,NB
30,1,9:47:34 AM,65.3,14.2,2,33,NB
30,1,9:49:10 AM,64,17.5,2,95.1,NB
30,1,9:49:20 AM,58.4,13.1,2,10.5,NB
30,1,9:49:27 AM,62.9,14.8,2,6.8,NB
30,1,9:49:29 AM,62.9,15.3,2,1.9,NB
30,1,9:49:31 AM,62.8,16.9,2,1.7,NB
30,1,9:50:37 AM,59.5,39.7,4,66.9,NB
30,1,9:50:49 AM,67.9,13.9,2,11.8,NB
30,1,9:52:06 AM,64.2,14.9,2,76.5,NB
30,1,9:54:41 AM,66.5,51.8,4,155.6,NB
30,1,9:54:51 AM,62.8,14.4,2,9.8,NB
30,1,9:54:52 AM,63.9,13.2,2,1.2,NB
30,1,9:54:55 AM,62.9,13.9,2,3.1,NB
30,1,9:55:00 AM,60.6,13.9,2,4.9,NB
30,1,9:55:03 AM,61.6,17.2,2,2.3,NB
30,1,9:55:04 AM,60.5,17.7,2,2,NB
30,1,9:55:06 AM,61.7,14.7,2,1.2,NB
30,1,9:55:07 AM,62.9,15.9,2,1.5,NB
30,1,9:55:57 AM,69.3,14.3,2,49.9,NB
30,1,9:56:17 AM,64.1,63.4,4,19.8,NB
30,1,9:56:30 AM,67.9,19.8,2,12.9,NB
30,1,9:56:47 AM,70.8,16.4,2,17.2,NB
30,1,9:58:19 AM,68,13.7,2,92.4,NB
30,1,9:58:43 AM,60.5,31.7,4,23.2,NB
30,1,9:58:48 AM,61.6,26,4,5.4,NB
30,1,9:59:01 AM,62.8,15,2,13.4,NB
30,1,9:59:12 AM,72.4,14.2,2,10.9,NB
30,1,9:59:14 AM,70.9,12.2,2,1.9,NB
30,1,9:59:52 AM,68,17.2,2,38.2,NB
