Day,Lane,Time,Speed,Length,class,Headway,Direction
30,2,9:08:02 AM,65.4,14.7,2,14.6,SB
30,2,9:09:12 AM,63.9,71,4,69.76,SB
30,2,9:09:15 AM,64.3,14.6,2,3.7,SB
30,2,9:09:43 AM,69.3,12.8,2,27.09,SB
30,2,9:10:29 AM,62.7,64,4,46.93,SB
30,2,9:10:46 AM,64,13,2,16.57,SB
30,2,9:10:53 AM,65.2,12.5,2,7,SB
30,2,9:11:06 AM,62.8,14.8,2,13.14,SB
30,2,9:11:22 AM,62.9,12.4,2,15.51,SB
30,2,9:11:25 AM,61.7,17.6,2,3.76,SB
30,2,9:11:37 AM,60.5,15.9,2,11.23,SB
30,2,9:11:42 AM,59.4,13,2,5.44,SB
30,2,9:12:26 AM,61.7,14.7,2,44.09,SB
30,2,9:12:40 AM,49,15.8,2,13.91,SB
30,2,9:12:42 AM,47.6,11.6,2,2.2,SB
30,2,9:12:45 AM,52.8,14.3,2,2.44,SB
30,2,9:12:49 AM,54.6,42.7,4,4.44,SB
30,2,9:12:55 AM,58.4,12.6,2,5.75,SB
30,2,9:13:44 AM,49,31.8,4,49.25,SB
30,2,9:13:46 AM,50.5,14.9,2,1.69,SB
30,2,9:13:48 AM,52.1,14.5,2,1.7,SB
30,2,9:14:05 AM,52.8,14.5,2,17.23,SB
30,2,9:14:07 AM,60.6,14.5,2,2.52,SB
30,2,9:14:09 AM,62.8,16.9,2,2.02,SB
30,2,9:14:30 AM,65.2,13.3,2,20.26,SB
30,2,9:14:54 AM,61.6,23.7,4,23.97,SB
30,2,9:15:42 AM,65.2,11.1,2,48.71,SB
30,2,9:16:35 AM,67.9,15.5,2,53.09,SB
30,2,9:16:55 AM,62.8,13,2,19.45,SB
30,2,9:16:56 AM,62.9,14.1,2,1.47,SB
30,2,9:17:12 AM,63.9,9.9,2,15.67,SB
30,2,9:17:48 AM,62.7,24.7,4,35.53,SB
30,2,9:17:53 AM,67.9,14.3,2,5.19,SB
30,2,9:19:26 AM,58.3,51.7,4,93.7,SB
30,2,9:19:30 AM,58.3,55.8,4,3.49,SB
30,2,9:19:32 AM,58.4,13.6,2,2.12,SB
30,2,9:19:38 AM,55.6,14.9,2,5.86,SB
30,2,9:19:40 AM,55.6,14.1,2,1.64,SB
30,2,9:19:41 AM,57.4,14.6,2,1.13,SB
30,2,9:20:21 AM,70.8,15.1,2,40.36,SB
30,2,9:20:23 AM,69.3,16.3,2,1.67,SB
30,2,9:20:47 AM,73.8,10.7,2,24.76,SB
30,2,9:20:58 AM,64,12.3,2,10.19,SB
30,2,9:21:31 AM,63.9,16.3,2,33.12,SB
30,2,9:22:22 AM,56.4,14.2,2,51.65,SB
30,2,9:22:23 AM,SnMis,Info:,4,0.51,SB
30,2,9:22:29 AM,59.5,14.5,2,6.14,SB
30,2,9:22:59 AM,63.9,67.8,4,30.11,SB
30,2,9:23:25 AM,59.5,15.1,2,25.7,SB
30,2,9:23:46 AM,60.5,59.4,4,20.8,SB
30,2,9:24:00 AM,65.2,11.6,2,13.92,SB
30,2,9:24:01 AM,64.2,16.3,2,1.09,SB
30,2,9:24:03 AM,64,13.9,2,2.22,SB
30,2,9:24:05 AM,65.2,12.2,2,1.97,SB
30,2,9:24:07 AM,61.6,12,2,2.26,SB
30,2,9:24:14 AM,SnMis,Info:,4,6.9,SB
30,2,9:24:57 AM,64.1,13.6,2,42.68,SB
30,2,9:25:47 AM,70.8,15.4,2,49.85,SB
30,2,9:25:54 AM,74,15.3,2,7.01,SB
30,2,9:26:08 AM,62.7,45.6,4,14.42,SB
30,2,9:26:12 AM,64,16.6,2,3.98,SB
30,2,9:26:53 AM,66.5,15.9,2,41.12,SB
30,2,9:27:29 AM,66.5,12.1,2,36.13,SB
30,2,9:27:38 AM,66.7,15.3,2,9.16,SB
30,2,9:27:56 AM,70.8,18,2,17.94,SB
30,2,9:28:11 AM,66.5,12.2,2,14.43,SB
30,2,9:28:15 AM,66.5,11.9,2,4.53,SB
30,2,9:28:20 AM,63.9,16.6,2,4.87,SB
30,2,9:28:34 AM,63.9,15.7,2,13.98,SB
30,2,9:29:44 AM,60.5,30.2,4,70.1,SB
30,2,9:29:46 AM,59.5,18.2,2,2.19,SB
30,2,9:29:48 AM,56.5,15.3,2,2,SB
30,2,9:29:52 AM,57.5,13.6,2,3.41,SB
30,2,9:29:54 AM,56.5,15.7,2,2.29,SB
30,2,9:29:58 AM,60.5,18.8,2,3.58,SB
30,2,9:30:20 AM,65.2,11.4,2,22.7,SB
30,2,9:30:31 AM,61.7,14.9,2,10.94,SB
30,2,9:30:43 AM,56.4,51.5,4,12.01,SB
30,2,9:31:30 AM,60.5,21.4,2,46.58,SB
30,2,9:31:31 AM,SnMis,Info:,4,0.65,SB
30,2,9:32:09 AM,65.2,13,2,38.64,SB
30,2,9:32:34 AM,72.2,7.7,2,25.09,SB
30,2,9:32:36 AM,54.6,16.6,2,1.22,SB
30,2,9:32:51 AM,18,14.5,2,15.01,SB
30,2,9:33:05 AM,63.9,13.4,2,14.12,SB
30,2,9:33:17 AM,63.9,16.9,2,12.27,SB
30,2,9:33:19 AM,65.3,13.7,2,1.75,SB
30,2,9:33:32 AM,67.9,12.8,2,13.57,SB
30,2,9:33:35 AM,66.6,12.9,2,2.42,SB
30,2,9:33:36 AM,66.6,11.9,2,1.68,SB
30,2,9:33:44 AM,64.1,15.2,2,7.89,SB
30,2,9:33:46 AM,64,13.7,2,1.46,SB
30,2,9:34:25 AM,73.8,13.3,2,39.34,SB
30,2,9:34:26 AM,73.8,7.3,2,1.24,SB
30,2,9:34:39 AM,49,10.3,2,12.69,SB
30,2,9:34:40 AM,SnMis,Info:,4,0.57,SB
30,2,9:34:45 AM,60.5,9.9,2,5.33,SB
30,2,9:34:46 AM,65.2,14.2,2,1.59,SB
30,2,9:34:54 AM,60.5,18.5,2,7.33,SB
30,2,9:35:22 AM,65.2,17.7,2,28.06,SB
30,2,9:35:24 AM,67.8,14.4,2,2.4,SB
30,2,9:35:26 AM,66.6,13.2,2,2.15,SB
30,2,9:35:45 AM,63.9,13.4,2,18.3,SB
30,2,9:35:59 AM,54.6,16.4,2,13.95,SB
30,2,9:36:15 AM,58.3,16.1,2,16.08,SB
30,2,9:36:34 AM,69.3,10.5,2,19.22,SB
30,2,9:36:58 AM,53.7,23.1,4,24.21,SB
30,2,9:37:02 AM,55.5,16.5,2,3.7,SB
30,2,9:37:12 AM,65.3,12.7,2,9.75,SB
30,2,9:37:16 AM,62.9,15,2,4.61,SB
30,2,9:37:40 AM,62.7,17.1,2,23.95,SB
30,2,9:37:42 AM,64,17,2,1.89,SB
30,2,9:37:49 AM,64.2,15.2,2,7.03,SB
30,2,9:38:10 AM,58.3,12.8,2,20.45,SB
30,2,9:38:11 AM,59.4,11.7,2,1.24,SB
30,2,9:38:47 AM,65.2,10.8,2,36.24,SB
30,2,9:38:51 AM,69.4,14.8,2,3.71,SB
30,2,9:39:10 AM,59.4,14,2,19.7,SB
30,2,9:39:13 AM,66.5,13.7,2,2.93,SB
30,2,9:39:16 AM,65.2,12.7,2,2.16,SB
30,2,9:39:21 AM,63.9,71.8,4,5.69,SB
30,2,9:39:25 AM,69.3,14.1,2,3.59,SB
30,2,9:39:29 AM,66.5,15.7,2,4.41,SB
30,2,9:39:47 AM,66.5,19.7,2,17.57,SB
30,2,9:39:47 AM,SnMis,Info:,4,0.65,SB
30,2,9:39:50 AM,65.2,10.9,2,2.16,SB
30,2,9:40:25 AM,66.6,14.7,2,35.59,SB
30,2,9:40:34 AM,64.1,15.4,2,8.4,SB
30,2,9:40:37 AM,61.7,15.3,2,3.13,SB
30,2,9:40:42 AM,61.6,16.3,2,4.94,SB
30,2,9:41:07 AM,SnMis,Info:,4,25.69,SB
30,2,9:42:02 AM,62.8,17.7,2,54.66,SB
30,2,9:42:18 AM,66.5,15.9,2,16.17,SB
30,2,9:42:23 AM,62.7,13.6,2,5.12,SB
30,2,9:43:16 AM,62.9,16.8,2,52.55,SB
30,2,9:43:39 AM,66.5,13.8,2,23.15,SB
30,2,9:44:15 AM,16.1,12.7,2,35.52,SB
30,2,9:44:27 AM,61.7,16.1,2,12.74,SB
30,2,9:44:29 AM,60.5,16.8,2,1.29,SB
30,2,9:44:30 AM,62.7,18,2,1.62,SB
30,2,9:44:59 AM,66.7,13.4,2,28.49,SB
30,2,9:45:06 AM,66.5,16.7,2,7.66,SB
30,2,9:45:10 AM,67.9,12.9,2,3.65,SB
30,2,9:45:14 AM,65.2,14.7,2,4.53,SB
30,2,9:45:18 AM,62.9,13.3,2,3.17,SB
30,2,9:45:43 AM,62.8,12.6,2,24.88,SB
30,2,9:46:17 AM,67.9,14.5,2,34.86,SB
30,2,9:46:25 AM,61.6,12,2,7.3,SB
30,2,9:46:46 AM,59.5,72,4,21.23,SB
30,2,9:47:10 AM,58.3,55.6,4,23.57,SB
30,2,9:47:25 AM,54.6,31.6,4,15.94,SB
30,2,9:47:50 AM,61.6,70.8,4,24.83,SB
30,2,9:47:59 AM,69.4,13.6,2,8.37,SB
30,2,9:48:12 AM,67.9,18.5,2,13.48,SB
30,2,9:48:14 AM,66.5,18.8,2,1.57,SB
30,2,9:48:17 AM,66.5,12.7,2,3.68,SB
30,2,9:48:23 AM,65.2,12.8,2,5.58,SB
30,2,9:48:25 AM,62.7,13.2,2,1.91,SB
30,2,9:48:35 AM,63.9,11.2,2,10.23,SB
30,2,9:49:22 AM,66.6,11.9,2,46.74,SB
30,2,9:49:26 AM,65.2,14.4,2,4,SB
30,2,9:49:54 AM,59.4,41.8,4,27.99,SB
30,2,9:50:12 AM,61.6,47.3,4,18.62,SB
30,2,9:50:13 AM,SnMis,Info:,4,0.97,SB
30,2,9:50:24 AM,65.3,13.9,2,10.16,SB
30,2,9:50:49 AM,62.8,15.4,2,25.87,SB
30,2,9:50:54 AM,65.2,13.3,2,4.61,SB
30,2,9:50:57 AM,65.3,15.6,2,2.56,SB
30,2,9:51:03 AM,62.8,16.8,2,5.94,SB
30,2,9:51:25 AM,66.6,12.9,2,22.69,SB
30,2,9:51:34 AM,62.8,14.5,2,8.32,SB
30,2,9:51:51 AM,67.9,13.9,2,17.02,SB
30,2,9:51:55 AM,66.6,14.6,2,3.93,SB
30,2,9:52:13 AM,65.2,12.4,2,18.6,SB
30,2,9:53:04 AM,61.6,12.2,2,50.99,SB
30,2,9:53:12 AM,62.7,15.4,2,8,SB
30,2,9:53:13 AM,62.9,15.7,2,1.2,SB
30,2,9:53:25 AM,68,16.4,2,12.09,SB
30,2,9:54:16 AM,59.5,36.2,4,51.08,SB
30,2,9:54:18 AM,61.6,14,2,1.86,SB
30,2,9:55:09 AM,63.9,12.7,2,50.74,SB
30,2,9:55:34 AM,66.5,14.9,2,25.31,SB
30,2,9:56:17 AM,55.6,15.4,2,42.66,SB
30,2,9:56:20 AM,59.4,12,2,2.84,SB
30,2,9:56:20 AM,57.3,3,2,0.57,SB
30,2,9:56:22 AM,58.4,49.6,4,1.48,SB
30,2,9:56:34 AM,58.5,15.2,2,11.59,SB
30,2,9:56:35 AM,55.4,11,2,1.54,SB
30,2,9:56:35 AM,SnMis,Info:,4,0.43,SB
30,2,9:56:45 AM,58.5,13.1,2,10,SB
30,2,9:57:31 AM,51.9,12,2,45.91,SB
30,2,9:57:34 AM,43.2,11.4,2,2.44,SB
30,2,9:57:45 AM,60.5,25.8,4,11.1,SB
30,2,9:57:46 AM,60.6,15.7,2,0.96,SB
30,2,9:58:15 AM,69.3,16,2,28.64,SB
30,2,9:58:20 AM,69.2,14,2,5.48,SB
30,2,9:58:33 AM,65.2,16.4,2,12.55,SB
30,2,9:59:16 AM,58.3,16,2,43.89,SB
30,2,9:59:28 AM,60.6,14.6,2,11.08,SB
30,2,9:59:52 AM,66.5,14.6,2,24.31,SB
30,2,9:59:58 AM,67.9,13.2,2,6.02,SB
