Data File:,'13211526 SB1 4118.rdf'
Site Code:,'17C SB1'
Start Date:,6/11/2015
Start Time:,12:00:00 AM
Sensor Layout:,'52'
Sensor Spacing:,'6.0'
,
,
,

Vehicle,Channel,Date/Time,Axles,Rule,Class,Speed (mph),Gap,Headway,Acceleration,Spacing (ft.)
1,SB1,6/11/2015 0:01:53.262,2,583,2,52.20,,,4.09,9.27
2,SB1,6/11/2015 0:04:25.551,2,583,2,46.16,152.17,152.29,3.79,6.90
3,SB1,6/11/2015 0:06:36.346,2,583,2,49.43,130.69,130.80,0.00,7.33
4,SB1,6/11/2015 0:06:50.397,2,583,2,44.33,13.95,14.05,-2.48,9.13
5,SB1,6/11/2015 0:16:02.147,2,583,2,41.37,551.61,551.75,10.39,7.49
6,SB1,6/11/2015 0:16:05.091,2,583,2,43.64,2.82,2.94,0.00,6.75
7,SB1,6/11/2015 0:18:51.277,2,583,2,49.87,166.08,166.19,0.00,6.54
8,SB1,6/11/2015 0:19:27.284,2,583,2,53.71,35.92,36.01,9.28,9.03
9,SB1,6/11/2015 0:21:27.880,2,592,4,33.45,120.48,120.60,1.00,20.02
10,SB1,6/11/2015 0:26:26.414,2,583,2,50.78,298.13,298.53,-3.77,8.99
11,SB1,6/11/2015 0:29:49.312,2,583,2,52.20,202.78,202.90,-5.43,6.78
12,SB1,6/11/2015 0:42:08.139,3,582,1,15.47,738.74,738.83,0.18,5.15,5.04
13,SB1,6/11/2015 0:42:08.309,3,585,2,27.11,0.00,0.17,0.57,9.61,18.03
14,SB1,6/11/2015 0:43:13.738,2,583,2,36.51,64.73,65.43,1.96,6.59
15,SB1,6/11/2015 0:49:45.594,5,613,9,44.33,391.73,391.86,0.52,11.29,3.52,25.95,3.24
16,SB1,6/11/2015 0:51:30.398,2,583,2,49.43,104.12,104.80,4.48,7.17
17,SB1,6/11/2015 0:51:58.770,2,583,2,55.85,28.27,28.37,-5.19,8.69
18,SB1,6/11/2015 0:52:15.682,5,613,9,43.30,16.81,16.91,0.00,10.15,3.38,22.63,3.86
19,SB1,6/11/2015 0:55:48.326,8,636,13,37.24,212.01,212.64,0.26,9.73,4.13,3.39,24.36,3.61,3.59,3.54
20,SB1,6/11/2015 1:02:58.241,6,618,10,42.31,428.96,429.92,-0.42,12.28,3.51,24.10,3.83,3.83
21,SB1,6/11/2015 1:08:37.577,2,583,2,62.06,338.58,339.34,-7.48,8.25
22,SB1,6/11/2015 1:18:48.763,2,583,2,40.77,611.10,611.19,9.51,7.82
23,SB1,6/11/2015 1:24:08.974,3,606,8,45.41,320.08,320.21,0.00,8.04,27.81
24,SB1,6/11/2015 1:33:17.963,5,613,9,49.43,548.45,548.99,-0.76,9.79,3.34,24.55,3.26
25,SB1,6/11/2015 1:33:21.986,5,613,9,49.43,3.45,4.02,-1.47,9.72,3.35,24.23,4.13
26,SB1,6/11/2015 1:35:09.102,2,583,2,50.78,106.53,107.12,9.24,7.65
27,SB1,6/11/2015 1:38:40.545,2,583,2,49.00,211.34,211.44,0.00,6.63
28,SB1,6/11/2015 1:39:15.669,2,588,3,47.33,35.03,35.12,-2.53,10.86
29,SB1,6/11/2015 1:39:16.067,2,583,2,47.33,0.24,0.40,3.67,7.69
30,SB1,6/11/2015 1:39:16.430,3,584,2,46.94,0.25,0.36,0.00,7.41,17.50
31,SB1,6/11/2015 1:46:11.851,2,583,2,42.97,415.06,415.42,2.96,7.11
32,SB1,6/11/2015 1:47:43.525,2,583,2,46.16,91.56,91.67,-9.98,9.86
33,SB1,6/11/2015 1:47:43.920,3,584,2,45.78,0.25,0.39,-6.10,6.93,16.19
34,SB1,6/11/2015 1:47:44.382,2,600,5,45.41,0.11,0.46,7.74,16.91
