Data File:,'13211515 WB EB 2 2392N.rdf'
Site Code:,'13211515 WB EB 2'
Start Date:,5/28/2015
Start Time:,12:00:00 AM
Sensor Layout:,'51'
Sensor Spacing:,'6.0'
,
,
,

Vehicle,Channel,Date/Time,Axles,Rule,Class,Speed (mph),Gap,Headway,Acceleration,Spacing (ft.)
183,WB,5/28/2015 6:46:38.530,2,588,3,58.38,2.02,2.62,-0.76,11.42
184,WB,5/28/2015 6:46:42.594,2,600,5,57.68,3.93,4.06,-2.64,12.62
185,WB,5/28/2015 6:46:46.517,2,588,3,57.88,3.77,3.92,-5.03,11.59
186,WB,5/28/2015 6:47:02.087,2,600,5,66.89,15.43,15.57,0.00,12.95
187,WB,5/28/2015 6:47:59.996,2,583,2,60.06,57.78,57.91,-7.54,8.64
188,WB,5/28/2015 6:48:03.194,2,600,5,62.99,3.10,3.20,0.00,13.08
189,WB,5/28/2015 6:48:04.172,2,583,2,63.23,0.84,0.98,-6.61,9.87
190,WB,5/28/2015 6:48:24.645,2,583,2,69.96,20.37,20.47,-16.79,8.65
191,WB,5/28/2015 6:48:37.101,2,600,5,63.35,12.37,12.46,-4.76,13.78
192,WB,5/28/2015 6:48:38.383,2,583,2,64.57,1.13,1.28,-20.01,8.46
193,WB,5/28/2015 6:49:55.793,2,600,5,61.38,77.32,77.41,-3.04,13.17
194,WB,5/28/2015 6:49:58.432,2,583,2,64.32,2.49,2.64,-11.30,9.04
195,WB,5/28/2015 6:50:00.091,2,583,2,62.06,1.56,1.66,-6.42,8.04
196,WB,5/28/2015 6:51:34.733,2,588,3,64.57,94.55,94.64,4.92,12.16
197,WB,5/28/2015 6:51:48.328,3,605,8,66.36,13.47,13.60,0.95,12.99,14.05
198,WB,5/28/2015 6:51:53.068,2,583,2,66.89,4.46,4.74,-14.31,7.15
199,WB,5/28/2015 6:52:32.584,2,583,2,70.55,39.44,39.52,-15.36,9.70
200,WB,5/28/2015 6:53:12.787,2,583,2,59.21,40.11,40.20,-12.25,8.62
201,WB,5/28/2015 6:53:30.649,2,588,3,73.17,17.76,17.86,2.91,11.87
202,WB,5/28/2015 6:53:43.466,5,613,9,64.95,12.71,12.82,3.72,12.74,4.02,32.55,4.08
203,WB,5/28/2015 6:53:46.357,3,601,6,63.83,2.33,2.89,7.96,10.54,7.07
204,WB,5/28/2015 6:54:46.013,2,583,2,58.49,59.47,59.66,-10.89,8.59
205,WB,5/28/2015 6:54:49.638,2,583,2,60.82,3.52,3.63,-13.86,8.92
206,EB 2,5/28/2015 6:55:11.705,2,583,2,66.49,986.01,986.10,-6.79,9.34
207,WB,5/28/2015 6:56:31.361,2,583,2,62.18,101.62,101.72,-7.31,8.49
208,WB,5/28/2015 6:56:33.401,4,610,8,63.35,1.95,2.04,0.31,12.32,17.70,6.00
209,WB,5/28/2015 6:56:35.744,2,588,3,65.33,1.95,2.34,-2.14,11.32
210,WB,5/28/2015 6:57:08.086,2,600,5,60.06,32.22,32.34,0.00,13.92
211,WB,5/28/2015 6:58:58.361,2,600,5,59.11,110.12,110.28,2.37,19.36
212,WB,5/28/2015 6:59:31.467,2,583,2,64.08,32.88,33.11,-8.88,8.89
213,WB,5/28/2015 6:59:36.991,2,583,2,62.76,5.43,5.52,-10.19,8.31
214,WB,5/28/2015 6:59:40.633,2,588,3,66.23,3.55,3.64,1.08,11.85
215,WB,5/28/2015 6:59:44.001,2,583,2,60.60,3.25,3.37,12.63,7.93
216,WB,5/28/2015 7:01:36.672,2,583,2,59.74,112.58,112.67,-9.84,8.33
217,WB,5/28/2015 7:01:45.574,2,581,1,55.85,8.81,8.90,-7.25,5.19
218,WB,5/28/2015 7:02:28.692,2,600,5,64.20,43.05,43.12,-4.89,13.97
219,WB,5/28/2015 7:02:38.276,4,610,8,61.15,9.43,9.58,-1.14,13.22,15.68,5.71
220,WB,5/28/2015 7:03:19.614,2,583,2,58.08,40.95,41.34,-1.72,9.91
221,WB,5/28/2015 7:03:20.700,2,583,2,59.31,0.97,1.09,-7.80,8.05
222,WB,5/28/2015 7:04:34.987,3,589,3,65.84,74.19,74.29,-1.66,10.88,11.58
223,WB,5/28/2015 7:04:36.382,2,600,5,66.10,1.16,1.39,1.83,13.93
224,WB,5/28/2015 7:04:56.520,2,600,5,62.18,19.99,20.14,-0.75,13.91
225,WB,5/28/2015 7:07:01.277,8,636,13,59.84,124.60,124.76,0.12,16.43,4.02,29.13,4.02,12.94,11.86,4.27
226,WB,5/28/2015 7:07:06.892,2,592,4,22.92,4.69,5.62,5.18,38.04
227,WB,5/28/2015 7:07:25.996,2,583,2,63.11,18.07,19.10,-4.09,8.01
228,EB 2,5/28/2015 7:07:45.839,2,583,2,65.07,754.04,754.13,-12.48,8.47
229,WB,5/28/2015 7:07:54.599,2,583,2,64.08,28.52,28.60,-10.18,6.67
230,WB,5/28/2015 7:07:54.716,2,581,1,35.69,0.05,0.12,4.15,4.87
231,WB,5/28/2015 7:08:38.440,2,600,5,60.71,43.63,43.72,2.09,14.20
232,WB,5/28/2015 7:08:39.333,2,588,3,60.71,0.73,0.89,-2.44,11.95
233,WB,5/28/2015 7:08:42.854,3,605,8,62.18,3.39,3.52,2.01,16.38,21.01
234,WB,5/28/2015 7:09:19.999,3,605,8,62.41,36.74,37.14,3.61,18.18,34.75
235,WB,5/28/2015 7:09:22.841,2,583,2,61.27,2.28,2.84,1.02,9.85
236,WB,5/28/2015 7:10:19.011,2,583,2,69.53,56.06,56.17,-17.59,8.11
237,EB 2,5/28/2015 7:10:26.183,2,600,5,72.38,160.26,160.34,0.00,14.27
238,EB 2,5/28/2015 7:10:27.811,2,583,2,74.97,1.49,1.63,-18.27,8.82
239,WB,5/28/2015 7:10:33.808,3,605,8,60.93,14.72,14.80,0.34,14.25,14.77
240,WB,5/28/2015 7:11:15.147,2,583,2,62.88,41.01,41.34,-10.17,8.37
241,WB,5/28/2015 7:11:49.309,2,588,3,57.98,34.07,34.16,-0.75,11.41
242,WB,5/28/2015 7:11:51.047,2,583,2,61.95,1.60,1.74,-11.31,8.95
243,WB,5/28/2015 7:12:29.401,2,583,2,64.45,38.26,38.35,-8.56,9.39
244,WB,5/28/2015 7:12:34.845,2,583,2,60.82,5.34,5.44,-10.26,7.51
245,WB,5/28/2015 7:13:07.329,3,605,8,59.53,32.40,32.48,2.74,14.35,16.65
246,WB,5/28/2015 7:14:00.062,2,588,3,63.23,52.38,52.73,4.12,10.86
247,WB,5/28/2015 7:14:02.794,2,583,2,64.95,2.61,2.73,-10.86,9.68
248,WB,5/28/2015 7:14:03.822,2,583,2,66.63,0.93,1.03,-2.98,8.64
249,WB,5/28/2015 7:14:27.085,3,605,8,63.96,23.17,23.26,-9.49,16.45,11.01
250,WB,5/28/2015 7:14:28.714,2,588,3,63.71,1.34,1.63,3.96,11.55
251,WB,5/28/2015 7:14:30.301,2,588,3,65.71,1.46,1.59,7.99,11.11
252,EB 2,5/28/2015 7:14:35.066,2,600,5,72.38,247.18,247.26,-3.49,14.13
253,WB,5/28/2015 7:16:06.498,2,588,3,62.41,96.08,96.20,1.03,10.35
254,WB,5/28/2015 7:16:11.228,2,583,2,59.95,4.62,4.73,-10.93,9.22
255,WB,5/28/2015 7:16:22.406,2,583,2,65.07,11.07,11.18,-8.48,8.39
256,WB,5/28/2015 7:18:25.119,2,600,5,62.99,122.62,122.71,1.67,13.20
257,WB,5/28/2015 7:18:29.121,5,615,9,60.17,3.86,4.00,-1.38,19.84,39.25,4.76,4.88
258,WB,5/28/2015 7:18:31.650,2,588,3,61.60,1.76,2.53,-0.88,11.63
259,WB,5/28/2015 7:18:54.770,2,583,2,67.70,22.99,23.12,-15.62,8.44
260,WB,5/28/2015 7:19:03.611,2,583,2,62.88,8.76,8.84,-13.50,8.60
261,WB,5/28/2015 7:19:04.311,2,583,2,62.99,0.61,0.70,-11.50,8.35
262,WB,5/28/2015 7:19:22.692,2,600,5,53.97,18.29,18.38,2.68,18.24
263,WB,5/28/2015 7:19:22.975,3,593,4,56.80,0.05,0.28,-6.39,34.55,3.85
264,WB,5/28/2015 7:19:25.573,2,592,4,22.63,2.13,2.60,-0.46,35.43
