Data File:,'13211515 EB 1 6599.rdf'
Site Code:,'13211515 EB 1'
Start Date:,5/28/2015
Start Time:,12:00:00 AM
Sensor Layout:,'52'
Sensor Spacing:,'6.0'
,
,
,

Vehicle,Channel,Date/Time,Axles,Rule,Class,Speed (mph),Gap,Headway,Acceleration,Spacing (ft.)
164,EB 1,5/28/2015 7:15:34.154,2,600,5,60.06,53.52,53.63,0.00,13.23
165,EB 1,5/28/2015 7:15:44.845,2,583,2,62.06,10.54,10.69,-0.00,8.60
166,EB 1,5/28/2015 7:15:58.338,2,583,2,63.47,13.40,13.49,0.00,9.68
167,EB 1,5/28/2015 7:16:41.640,2,583,2,59.42,43.20,43.30,-5.83,9.30
168,EB 1,5/28/2015 7:16:51.766,2,588,3,57.58,10.02,10.13,0.00,11.26
169,EB 1,5/28/2015 7:17:22.470,2,592,4,52.69,30.57,30.70,-0.00,23.09
170,EB 1,5/28/2015 7:17:31.756,2,592,4,55.30,8.99,9.29,-1.88,23.26
171,EB 1,5/28/2015 7:17:34.707,2,583,2,54.23,2.66,2.95,-4.28,9.65
172,EB 1,5/28/2015 7:17:35.805,2,588,3,52.69,0.98,1.10,0.00,11.77
173,EB 1,5/28/2015 7:17:36.965,2,583,2,52.69,1.01,1.16,-3.94,9.61
174,EB 1,5/28/2015 7:17:38.582,2,583,2,53.71,1.49,1.62,-4.46,8.99
175,EB 1,5/28/2015 7:17:40.325,2,583,2,52.20,1.63,1.74,-0.00,9.08
176,EB 1,5/28/2015 7:17:49.729,2,600,5,74.47,9.28,9.40,0.00,13.52
177,EB 1,5/28/2015 7:18:30.209,2,583,2,57.58,40.36,40.48,0.00,9.59
178,EB 1,5/28/2015 7:19:58.421,2,592,4,52.20,88.10,88.21,0.00,22.82
179,EB 1,5/28/2015 7:20:13.012,2,583,2,65.71,14.29,14.59,0.00,9.88
180,EB 1,5/28/2015 7:20:44.661,5,613,9,55.85,31.55,31.65,0.90,18.96,4.39,24.15,4.18
181,EB 1,5/28/2015 7:21:25.258,2,588,3,69.82,39.97,40.60,-14.26,12.08
182,EB 1,5/28/2015 7:21:28.125,2,583,2,68.12,2.75,2.87,-8.39,9.71
183,EB 1,5/28/2015 7:23:22.994,2,600,5,63.47,114.77,114.87,-4.52,14.61
184,EB 1,5/28/2015 7:23:48.131,2,583,2,62.76,24.98,25.14,0.00,8.49
185,EB 1,5/28/2015 7:24:19.784,2,583,2,50.78,31.56,31.65,0.00,8.67
186,EB 1,5/28/2015 7:25:08.968,2,583,2,64.95,49.07,49.18,0.00,9.07
187,EB 1,5/28/2015 7:25:16.183,2,588,3,69.82,7.12,7.22,-7.52,11.66
188,EB 1,5/28/2015 7:25:43.509,2,600,5,56.42,27.21,27.33,-3.69,12.57
189,EB 1,5/28/2015 7:26:13.016,2,588,3,58.18,29.35,29.51,0.00,11.88
190,EB 1,5/28/2015 7:27:06.169,2,583,2,63.47,53.01,53.15,0.00,8.18
191,EB 1,5/28/2015 7:27:11.660,2,583,2,59.42,5.40,5.49,0.00,9.45
192,EB 1,5/28/2015 7:31:09.531,2,583,2,57.58,237.76,237.87,6.23,8.18
193,EB 1,5/28/2015 7:31:33.602,2,588,3,60.06,23.97,24.07,0.00,10.58
194,EB 1,5/28/2015 7:33:07.678,2,583,2,63.47,93.96,94.08,0.00,9.55
195,EB 1,5/28/2015 7:34:03.580,2,588,3,59.42,55.80,55.90,0.00,9.96
196,EB 1,5/28/2015 7:34:20.483,2,588,3,54.23,16.79,16.90,3.60,11.80
197,EB 1,5/28/2015 7:34:44.777,2,583,2,67.29,24.15,24.29,0.00,9.11
198,EB 1,5/28/2015 7:34:46.308,2,588,3,64.20,1.44,1.53,0.00,10.48
199,EB 1,5/28/2015 7:35:11.853,2,588,3,54.76,25.43,25.54,0.00,11.18
200,EB 1,5/28/2015 7:36:09.214,2,583,2,60.71,57.22,57.36,0.00,9.00
201,EB 1,5/28/2015 7:37:08.535,2,583,2,60.06,59.22,59.32,0.00,8.58
202,EB 1,5/28/2015 7:39:12.690,2,583,2,47.74,124.06,124.16,0.00,9.33
203,EB 1,5/28/2015 7:39:50.064,2,583,2,58.18,37.24,37.37,0.00,8.06
204,EB 1,5/28/2015 7:40:13.609,2,583,2,52.20,23.45,23.55,-0.00,9.20
205,EB 1,5/28/2015 7:40:19.400,2,583,2,59.42,5.67,5.79,5.95,9.40
206,EB 1,5/28/2015 7:40:28.121,2,600,5,64.20,8.61,8.72,-5.26,12.99
207,EB 1,5/28/2015 7:41:00.302,2,583,2,57.58,32.04,32.18,0.00,8.60
208,EB 1,5/28/2015 7:41:38.885,2,583,2,58.18,38.48,38.58,0.00,9.06
209,EB 1,5/28/2015 7:41:41.346,2,600,5,54.23,2.36,2.46,-0.00,13.40
210,EB 1,5/28/2015 7:42:43.031,2,583,2,60.06,61.52,61.68,-6.12,9.14
211,EB 1,5/28/2015 7:43:12.345,3,605,8,56.99,29.21,29.31,-3.26,14.55,28.62
212,EB 1,5/28/2015 7:43:22.892,2,588,3,60.06,10.03,10.55,-4.86,11.52
213,EB 1,5/28/2015 7:43:45.641,3,601,6,62.06,22.62,22.75,0.00,18.73,4.67
214,EB 1,5/28/2015 7:44:27.633,2,588,3,58.79,41.74,41.99,-4.58,11.47
215,EB 1,5/28/2015 7:45:21.527,2,600,5,60.06,53.76,53.89,0.00,14.71
216,EB 1,5/28/2015 7:45:23.888,2,600,5,56.42,2.19,2.36,0.00,14.48
217,EB 1,5/28/2015 7:45:33.831,2,583,2,58.18,9.77,9.94,-13.18,7.61
218,EB 1,5/28/2015 7:45:43.539,2,583,2,60.71,9.62,9.71,-6.04,9.57
219,EB 1,5/28/2015 7:46:26.592,2,583,2,59.42,42.94,43.05,-6.12,8.86
220,EB 1,5/28/2015 7:46:32.172,2,600,5,67.29,5.48,5.58,5.76,14.15
221,EB 1,5/28/2015 7:47:30.109,2,600,5,55.30,57.79,57.94,0.00,13.25
222,EB 1,5/28/2015 7:47:36.843,2,583,2,56.99,6.57,6.73,0.00,9.49
223,EB 1,5/28/2015 7:48:02.425,2,583,2,62.76,25.47,25.58,-7.35,8.68
224,EB 1,5/28/2015 7:48:24.214,2,583,2,60.71,21.69,21.79,-6.88,8.40
225,EB 1,5/28/2015 7:49:45.466,2,583,2,65.71,81.16,81.25,8.51,8.91
226,EB 1,5/28/2015 7:50:02.044,2,583,2,68.96,16.49,16.58,-9.30,9.09
227,EB 1,5/28/2015 7:50:59.492,2,588,3,61.38,57.36,57.45,-5.02,11.90
228,EB 1,5/28/2015 7:51:23.889,2,588,3,60.06,24.26,24.40,-0.00,12.26
229,EB 1,5/28/2015 7:51:52.640,2,588,3,55.85,28.61,28.75,0.00,10.02
230,EB 1,5/28/2015 7:53:16.711,2,588,3,53.19,83.95,84.07,-3.35,11.63
231,EB 1,5/28/2015 7:53:45.113,2,583,2,60.71,28.25,28.40,6.35,9.41
232,EB 1,5/28/2015 7:53:47.401,2,583,2,60.71,2.18,2.29,-6.34,9.11
233,EB 1,5/28/2015 7:54:18.289,2,583,2,59.42,30.79,30.89,-5.71,9.49
234,EB 1,5/28/2015 7:54:28.790,2,583,2,55.85,10.39,10.50,-0.00,8.76
235,EB 1,5/28/2015 7:55:12.924,2,583,2,61.38,44.03,44.13,13.95,9.00
236,EB 1,5/28/2015 7:56:53.404,2,583,2,57.58,100.38,100.48,0.00,9.90
237,EB 1,5/28/2015 7:57:26.046,2,583,2,62.06,32.52,32.64,-7.25,8.52
238,EB 1,5/28/2015 7:58:18.345,2,583,2,63.47,52.20,52.30,-0.00,9.14
239,EB 1,5/28/2015 7:58:40.038,2,583,2,70.70,21.60,21.69,-10.10,9.02
240,EB 1,5/28/2015 7:59:21.816,5,614,9,56.99,41.69,41.78,-2.55,11.67,6.36,3.97,32.14
241,EB 1,5/28/2015 8:00:19.759,2,583,2,61.38,57.28,57.94,0.00,9.16
242,EB 1,5/28/2015 8:01:09.163,2,588,3,56.99,49.30,49.40,-4.13,11.60
243,EB 1,5/28/2015 8:02:02.472,2,583,2,59.42,53.17,53.31,6.21,9.02
244,EB 1,5/28/2015 8:02:30.991,2,588,3,63.47,28.42,28.52,-0.00,11.05
245,EB 1,5/28/2015 8:03:17.086,2,583,2,49.00,45.98,46.09,0.00,8.74
246,EB 1,5/28/2015 8:03:20.389,2,583,2,66.49,3.18,3.30,0.00,9.14
247,EB 1,5/28/2015 8:04:01.505,2,583,2,64.20,41.02,41.12,0.00,8.76
248,EB 1,5/28/2015 8:04:28.516,2,583,2,62.06,26.92,27.01,-0.00,9.93
249,EB 1,5/28/2015 8:04:30.145,2,583,2,62.06,1.52,1.63,-7.79,7.92
250,EB 1,5/28/2015 8:06:05.187,2,600,5,55.30,94.95,95.04,0.00,13.07
251,EB 1,5/28/2015 8:06:25.955,2,583,2,63.47,20.61,20.77,0.00,9.07
252,EB 1,5/28/2015 8:06:43.371,2,583,2,68.12,17.32,17.42,0.00,9.00
253,EB 1,5/28/2015 8:07:00.790,3,601,6,58.79,17.33,17.42,0.00,16.42,4.36
254,EB 1,5/28/2015 8:07:34.493,2,583,2,61.38,33.46,33.70,-17.77,9.76
255,EB 1,5/28/2015 8:07:54.028,2,588,3,64.20,19.43,19.53,0.00,12.28
256,EB 1,5/28/2015 8:07:57.477,2,583,2,67.29,3.32,3.45,9.15,8.91
