  Data For Station: 43050050M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,Time,Lane,Speed,Axles,Length,A Bin,S Bin,L Bin,G Bin,H Bin,1_2,2_3,3_4,4_5,5_6,6_7,7_8,8_9,9_10,10_11,11_12,12_13,13 - 14,14 - 15,15 - 16,L1 Class,Mods,ID64,ID16,Samp,Change,L2 Class,Mods,ID64,ID16,Samp,Change,S.V.M.
,7/12/2014,9:14:48.44,1,57.2,2,8.7,2,7,2,1,1,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:14:54.64,1,53.8,2,12.7,3,8,2,1,1,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:15:11.52,1,27.1,2,21,4,8,3,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:15:18.95,1,43.1,4,36.3,3,8,4,1,1,13.1,20.3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:15:41.35,1,57.5,2,8.8,2,9,2,2,2,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:15:53.13,1,26.3,2,10,3,12,2,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:16:22.47,1,47.8,2,9.6,2,10,2,3,3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:16:25.40,1,47.9,2,9.4,2,8,2,6,6,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:16:26.54,1,46.6,4,32.4,3,10,3,6,6,12.7,17.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:16:28.51,1,49,2,8.9,2,10,2,6,6,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:16:57.19,1,57.5,2,9.9,2,10,2,2,2,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:17:13.82,1,50.3,2,8.8,2,10,2,2,2,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:17:16.10,1,54.1,2,10.7,3,9,2,1,1,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:17:22.56,1,58.2,2,10.5,3,8,2,2,2,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:17:49.17,1,57.5,2,11.5,3,10,2,8,8,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:18:09.70,1,56,2,12.8,3,9,2,1,1,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:18:20.73,1,59.8,2,9.1,2,8,2,6,6,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:18:30.28,1,56.7,2,13,3,8,2,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:19:14.52,1,31.8,2,9.9,2,8,2,1,1,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:19:18.70,1,42.4,2,9.2,2,9,2,1,1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:19:20.87,1,43.4,2,10.9,3,9,2,1,1,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:19:23.36,1,45.9,2,9.3,2,9,2,2,2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:19:27.16,1,46.4,2,9.1,2,8,2,1,1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:19:36.36,1,55.2,2,9.4,2,8,2,1,1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:19:46.78,1,56.4,2,8.9,2,8,2,1,1,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:20:00.88,1,54.9,2,8.9,2,9,2,1,1,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:20:03.67,1,53.3,2,9.2,2,8,2,1,1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:20:06.13,1,51.8,2,9.2,2,8,2,1,1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:20:09.22,1,54.9,2,9.7,2,8,2,1,1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:20:15.01,1,56.6,2,12.3,3,8,2,1,1,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:20:34.56,1,55.7,2,9.4,2,11,2,6,6,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:21:25.51,1,52,2,9,2,9,2,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:00.22,1,57.2,2,9.8,2,9,2,2,2,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:12.08,1,52.8,2,10.1,3,9,2,1,1,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:14.01,1,53.3,2,9.3,2,9,2,1,1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:16.91,1,56.9,2,11.5,3,9,2,1,1,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:19.31,1,56.7,2,8.8,2,9,2,2,2,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:20.81,1,58.8,2,8.5,2,9,2,1,1,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:47.09,1,48.7,2,10.3,3,8,2,6,6,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:22:48.65,1,47.8,2,8.6,2,10,2,6,6,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:23:09.14,1,54.9,5,36.3,3,8,4,6,6,13.3,17.2,2.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:23:13.69,1,48.3,7,54.6,10,9,5,3,3,10.1,5,4.5,26.8,4,4.1,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:23:56.05,1,55.7,2,10.1,3,9,2,8,8,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:24:12.38,1,56,2,9.5,2,8,2,2,2,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:24:33.22,1,58.8,2,8.9,2,8,2,1,1,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:25:03.01,1,59.8,2,8.6,2,8,2,1,1,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:25:07.32,1,57.8,2,8.7,2,8,2,1,1,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:25:08.71,1,55.2,2,10,3,9,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:25:47.48,1,54.6,2,8.8,2,9,2,5,5,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:26:02.02,1,51.8,2,9.2,2,9,2,1,1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:26:13.29,1,58.5,2,7.8,2,8,2,1,1,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:26:21.56,1,56.4,2,8.6,2,10,2,2,2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:26:28.82,1,58.5,5,56,9,9,5,2,2,16.9,4.4,30.7,4,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:26:57.98,1,52.3,2,10.3,3,9,2,2,2,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:27:26.86,1,48.8,3,27.9,3,8,3,2,2,11.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:27:40.10,1,57.5,2,11.3,3,8,2,1,1,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:27:41.55,1,56.4,3,30.3,3,8,3,2,2,12,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:27:44.54,1,52.3,2,12.8,3,8,2,1,1,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:28:15.11,1,55.7,2,8.8,2,9,2,6,6,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:28:16.80,1,56,2,10.4,3,10,2,4,4,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:28:18.36,1,51.3,2,8.7,2,9,2,7,7,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:28:40.04,1,54.4,2,8.7,2,9,2,5,5,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:29:07.69,1,52.3,2,9.4,2,8,2,1,1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:29:09.13,1,52.3,2,11.2,3,9,2,1,1,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:29:48.82,1,52.8,2,10.9,3,9,2,2,2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:29:58.56,1,54.9,2,8.9,2,9,2,3,3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:11.13,1,56.7,2,8.9,2,8,2,2,2,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:15.05,1,54.9,2,13,3,9,2,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:18.25,1,54.1,2,8.6,2,8,2,4,4,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:25.09,1,57.8,2,9,2,8,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:34.13,1,53.6,4,35.3,3,8,4,4,4,13,19.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:38.59,1,57.5,4,34.9,3,8,3,1,1,10.8,21.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:44.91,1,30.4,2,10,3,9,2,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:30:50.65,1,49.2,2,8.6,2,9,2,1,1,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:24.30,1,49.6,2,9.7,2,9,2,1,1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:27.16,1,47.4,2,12.1,3,9,2,1,1,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:30.31,1,41.4,2,9.1,2,10,2,1,1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:32.28,1,42.1,2,13.2,3,10,2,6,6,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:34.78,1,44.4,2,9.2,2,10,2,1,1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:38.42,1,50.5,2,9.5,2,9,2,2,2,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:41.76,1,48.1,2,9.4,2,9,2,2,2,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:42.73,1,0,2,8.7,2,9,2,1,1,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:43.99,1,46.2,2,14.2,3,9,2,2,2,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:45.40,1,45.6,2,9.1,2,10,2,6,6,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:57.41,1,50.1,2,14.2,3,10,2,6,6,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:31:59.02,1,49.4,2,8.4,2,10,2,1,1,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:01.41,1,49,2,8.8,2,10,2,7,7,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:19.35,1,58.2,2,10.2,3,9,2,2,2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:24.03,1,59.4,2,8.6,2,12,2,5,5,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:28.06,1,55.2,2,9.8,2,9,2,6,6,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:30.95,1,55.5,7,68.1,13,9,5,5,5,20.7,4.5,30.7,4,4.1,4.2,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:35.57,1,54.9,2,11.9,3,10,2,3,3,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:37.68,1,52.5,2,9.2,2,10,2,7,7,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:41.06,1,55.2,2,11.7,3,9,2,1,1,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:43.88,1,56.4,2,13.4,3,13,2,5,5,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:32:57.84,1,42.9,2,9,2,10,2,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:33:26.66,1,55.7,2,9.4,2,10,2,1,1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:33:47.18,1,56,2,9.4,2,10,2,1,1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:33:49.50,1,57,2,10.8,3,8,2,4,4,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:35:14.20,1,57.2,2,9.4,2,8,2,1,1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:35:45.62,1,56.7,2,11,3,8,2,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:36:02.74,1,52.5,2,9.2,2,9,2,1,1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:36:19.07,1,56.4,2,11.8,3,9,2,2,2,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:36:25.84,1,56,2,10.3,3,10,2,1,1,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:36:35.28,1,54.1,2,10.8,3,9,2,2,2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:36:56.40,1,59.5,2,9.4,2,10,2,1,1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:37:32.11,1,56.4,2,8.7,2,10,2,1,1,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:37:50.58,1,55.5,2,8.6,2,9,2,4,4,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:37:52.40,1,56,2,9.6,2,9,2,2,2,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:37:56.01,1,53.6,2,10.6,3,7,2,7,7,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:08.21,1,49.8,2,9.7,2,7,2,1,1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:12.26,1,51.8,2,8.6,2,10,2,2,2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:13.84,1,54.4,2,9.3,2,9,2,5,5,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:18.89,1,57.2,2,8.5,2,10,2,2,2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:31.14,1,56,2,9.6,2,11,2,1,1,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:38.68,1,23.7,2,9.7,2,9,2,2,2,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:48.80,1,55.5,2,8.6,2,9,2,1,1,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:38:53.87,1,55.2,2,9.3,2,10,2,5,5,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:39:05.79,1,51.5,2,9.1,2,9,2,3,3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:39:10.18,1,53.6,2,17.3,5,9,2,4,4,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:39:11.07,1,58.2,4,31,3,10,3,1,1,10.8,17.6,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:39:52.83,1,49.8,2,10.8,3,9,2,1,1,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:04.35,1,51.5,2,13.9,3,10,2,3,3,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:06.69,1,51,2,12.8,3,10,2,5,5,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:12.09,1,57.2,2,11.7,3,10,2,1,1,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:19.62,1,35,2,11,3,9,2,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:32.13,1,58.8,2,11.3,3,9,2,6,6,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:47.82,1,55.7,3,28,3,9,3,2,2,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:51.41,1,53.3,2,8.3,2,9,2,2,2,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:53.87,1,56.6,2,8.5,2,9,2,1,1,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:40:58.58,1,60.5,2,9.4,2,8,2,3,3,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:41:07.58,1,54.4,2,8.5,2,10,2,2,2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:41:13.78,1,55.5,2,9.4,2,10,2,8,8,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:41:20.49,1,56.7,2,9.1,2,9,2,1,1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:41:38.67,1,60.8,2,9.3,2,9,2,1,1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:41:41.24,1,58.8,2,8.9,2,10,2,1,1,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:41:45.72,1,57,2,12,3,9,2,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:10.16,1,55.7,2,8.7,2,9,2,2,2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:18.28,1,56.9,2,9.4,2,10,2,2,2,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:20.67,1,57.8,2,8.8,2,10,2,1,1,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:26.06,1,56.4,2,9.3,2,10,2,1,1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:29.89,1,57.5,2,9.2,2,9,2,7,7,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:32.78,1,58.8,2,8.6,2,9,2,1,1,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:44.94,1,53.3,5,58.8,9,9,5,5,5,17.3,4.3,33,4.2,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:47.60,1,49,2,11.7,3,9,2,3,3,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:50.87,1,54.4,2,9,2,8,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:53.95,1,51.8,2,8.4,2,9,2,3,3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:42:56.95,1,50.3,2,8.6,2,10,2,2,2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:43:01.28,1,52,2,14.1,3,9,2,3,3,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:43:07.42,1,53.3,2,8.8,2,9,2,2,2,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:43:14.85,1,57.5,2,12.1,3,8,2,8,8,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:43:28.25,1,54.6,2,9.4,2,8,2,4,4,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:05.29,1,52.5,2,9,2,8,2,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:32.79,1,52.3,2,9.4,2,8,2,2,2,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:34.51,1,53.3,2,11.5,3,9,2,1,1,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:36.22,1,55.5,5,62.7,9,9,5,3,3,17.4,4.1,30.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:38.12,1,54.4,2,8.8,2,9,2,1,1,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:39.92,1,55.7,2,11.8,3,9,2,5,5,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:47.44,1,51,2,9.5,2,10,2,7,7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:53.37,1,54.4,2,10.7,3,9,2,2,2,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:55.31,1,53.3,2,9.1,2,10,2,1,1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:44:57.62,1,54.4,2,9.9,2,10,2,2,2,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:45:13.85,1,54.1,2,11.8,3,10,2,2,2,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:45:21.40,1,46.2,2,24.4,4,8,3,4,4,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:45:30.34,1,57.2,2,10,3,10,2,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:45:59.02,1,54.4,2,10.9,3,10,2,2,2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:46:20.65,1,63.6,2,9.4,2,10,2,2,2,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:46:30.73,1,55.5,2,10.2,3,8,2,5,5,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:46:33.26,1,56,2,11.8,3,10,2,6,6,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:46:36.86,1,51.3,2,9.3,2,9,2,7,7,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:46:43.63,1,50.3,2,14.5,3,9,2,1,1,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:47:09.72,1,58.2,2,12,3,8,2,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:47:11.48,1,56.6,2,8.6,2,7,2,1,1,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:47:39.95,1,56.9,2,9.1,2,10,2,2,2,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:47:45.50,1,33.6,2,8.6,2,8,2,2,2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:10.47,1,57.2,2,10,3,8,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:12.47,1,55.7,2,11.8,3,10,2,6,6,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:14.49,1,52.8,5,57.9,9,9,5,6,6,17,4.3,32.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:18.58,1,59.4,4,37.3,3,8,4,1,1,11.9,22.6,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:21.47,1,56.7,4,29.4,3,7,3,7,7,11.8,14.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:40.35,1,52.3,2,9.9,2,10,2,2,2,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:42.47,1,52.5,2,9.4,2,10,2,6,6,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:48:55.24,1,58.5,2,10.8,3,10,2,1,1,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:49:00.70,1,65.6,2,8.9,2,10,2,6,6,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:49:42.35,1,58.2,2,10,3,10,2,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:49:51.05,1,61.1,2,9.2,2,8,2,2,2,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:50:02.47,1,55.7,2,8.9,2,9,2,2,2,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:50:05.38,1,59.1,2,9.4,2,9,2,1,1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:50:18.57,1,57.2,2,9,2,10,2,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:50:24.48,1,58.5,2,9.7,2,9,2,1,1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:50:29.87,1,56,2,11.2,3,7,2,4,4,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:50:48.95,1,55.5,2,9.6,2,9,2,2,2,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:50:55.33,1,50.1,2,10.8,3,8,2,1,1,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:51:07.33,1,54.6,2,10.9,3,8,2,1,1,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:51:09.88,1,56.4,2,8.6,2,9,2,2,2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:51:14.30,1,56,2,13,3,9,2,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:51:26.87,1,57.8,2,8.3,2,10,2,2,2,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:51:30.25,1,56,2,5.2,1,8,2,3,3,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2014,9:51:39.55,1,57.2,2,5.2,1,8,2,2,2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
