Data File:,'13211514 WB EB 2 2393N.rdf'
Site Code:,'13211514 WB EB2'
Start Date:,5/28/2015
Start Time:,12:00:00 AM
Sensor Layout:,'51'
Sensor Spacing:,'6.0'
'LOCATION':,'ZONE 11C'
,
,

Vehicle,Channel,Date/Time,Axles,Rule,Class,Speed (mph),Gap,Headway,Acceleration,Spacing (ft.)
238,WB,5/28/2015 7:07:31.854,2,583,2,64.08,17.04,17.21,2.83,8.18
239,WB,5/28/2015 7:08:00.303,2,583,2,63.71,28.36,28.45,-1.62,6.97
240,WB,5/28/2015 7:08:00.423,2,581,1,35.46,0.05,0.12,6.91,4.94
241,WB,5/28/2015 7:08:44.674,2,600,5,59.95,44.16,44.25,-1.30,14.46
242,WB,5/28/2015 7:08:45.580,2,600,5,60.17,0.74,0.91,0.78,12.32
243,WB,5/28/2015 7:08:48.740,4,610,8,63.35,3.02,3.16,-1.00,16.65,21.60,6.00
244,WB,5/28/2015 7:09:25.943,3,605,8,60.38,36.73,37.20,2.24,18.56,35.23
245,WB,5/28/2015 7:09:26.197,2,592,4,58.49,0.00,0.25,4.62,33.67
246,EB2,5/28/2015 7:10:15.718,2,600,5,73.82,915.00,915.09,-2.39,14.62
247,EB2,5/28/2015 7:10:17.529,2,583,2,73.01,1.68,1.81,-11.09,9.04
248,WB,5/28/2015 7:10:24.028,2,583,2,69.96,57.44,57.83,-17.39,8.36
249,WB,5/28/2015 7:10:39.968,4,610,8,61.60,15.86,15.94,0.00,14.70,15.21,5.93
250,WB,5/28/2015 7:11:20.968,2,583,2,63.71,40.60,41.00,-11.50,8.64
251,WB,5/28/2015 7:11:55.730,2,588,3,61.38,34.67,34.76,-6.80,11.65
252,WB,5/28/2015 7:11:57.794,2,583,2,56.99,1.93,2.06,0.00,9.21
253,WB,5/28/2015 7:12:35.017,2,583,2,65.33,37.11,37.22,-11.15,9.59
254,WB,5/28/2015 7:12:40.955,2,583,2,63.83,5.84,5.94,-11.28,7.89
255,WB,5/28/2015 7:13:13.363,4,610,8,62.18,32.32,32.41,1.42,14.70,17.14,5.74
256,WB,5/28/2015 7:13:33.022,2,583,2,66.76,19.25,19.66,-13.62,9.28
257,WB,5/28/2015 7:14:05.811,2,588,3,64.95,32.69,32.79,-1.08,11.08
258,WB,5/28/2015 7:14:08.309,2,583,2,66.23,2.38,2.50,-8.79,9.92
259,WB,5/28/2015 7:14:09.297,2,583,2,65.07,0.89,0.99,-4.08,8.80
260,WB,5/28/2015 7:14:32.787,2,600,5,65.07,23.40,23.49,0.71,16.96
261,WB,5/28/2015 7:14:34.278,2,588,3,67.43,1.31,1.49,-2.26,11.81
262,WB,5/28/2015 7:14:35.837,2,588,3,65.45,1.44,1.56,2.18,11.34
263,WB,5/28/2015 7:14:37.839,2,583,2,65.71,1.88,2.00,-6.92,8.84
