Data File:,'13211525 NB SB2 2405N.rdf'
Site Code:,'17B NB SB2'
Start Date:,6/11/2015
Start Time:,12:00:00 AM
Sensor Layout:,'51'
Sensor Spacing:,'6.0'
,
,
,

Vehicle,Channel,Date/Time,Axles,Rule,Class,Speed (mph),Gap,Headway,Acceleration,Spacing (ft.)
1,NB,6/11/2015 0:01:30.337,7,634,13,60.38,,,0.62,12.40,4.17,24.96,3.85,10.20,22.65
2,SB2,6/11/2015 0:02:24.609,2,600,5,72.85,,,6.77,12.72
3,SB2,6/11/2015 0:04:14.630,2,583,2,59.00,109.90,110.02,-9.12,8.66
4,NB,6/11/2015 0:06:21.258,2,581,1,32.79,290.04,290.92,-3.21,5.21
5,NB,6/11/2015 0:06:34.028,2,583,2,39.61,12.66,12.77,0.62,8.75
6,NB,6/11/2015 0:08:08.071,3,584,2,36.11,93.89,94.04,2.95,7.29,17.76
7,NB,6/11/2015 0:08:08.117,2,588,3,16.06,0.00,0.05,4.24,11.24
8,NB,6/11/2015 0:08:08.304,2,583,2,13.56,0.00,0.19,2.41,8.79
9,NB,6/11/2015 0:11:30.025,2,581,1,36.43,201.28,201.72,-6.99,5.86
10,NB,6/11/2015 0:13:34.951,2,583,2,59.00,124.82,124.93,-7.16,9.83
11,NB,6/11/2015 0:17:05.002,2,583,2,17.85,209.94,210.05,5.40,9.29
12,NB,6/11/2015 0:17:05.167,2,583,2,16.49,0.00,0.16,-2.95,7.83
13,SB2,6/11/2015 0:18:40.815,2,583,2,63.83,866.08,866.18,-9.41,8.30
14,SB2,6/11/2015 0:21:17.600,2,588,3,67.43,156.70,156.79,1.11,12.09
15,SB2,6/11/2015 0:23:05.962,2,583,2,61.60,108.24,108.36,-7.56,9.30
16,SB2,6/11/2015 0:24:50.110,2,583,2,68.12,104.05,104.15,-12.85,8.41
17,SB2,6/11/2015 0:26:16.052,2,588,3,66.36,85.86,85.94,-1.12,11.35
18,SB2,6/11/2015 0:27:54.290,2,583,2,79.41,98.12,98.24,-19.87,8.58
19,NB,6/11/2015 0:28:39.790,2,583,2,63.71,694.30,694.62,-7.96,8.39
20,NB,6/11/2015 0:32:15.024,2,583,2,62.52,215.14,215.23,-10.48,9.93
21,SB2,6/11/2015 0:32:36.706,2,583,2,78.85,282.34,282.42,-19.31,8.64
22,NB,6/11/2015 0:32:52.841,2,588,3,63.59,37.71,37.82,-8.78,10.02
23,NB,6/11/2015 0:33:19.445,3,605,8,62.99,26.50,26.60,1.68,16.28,37.09
24,NB,6/11/2015 0:33:19.667,2,592,4,67.03,0.00,0.22,-3.96,38.52
25,NB,6/11/2015 0:38:21.965,8,636,13,57.29,301.90,302.30,-1.72,18.87,4.44,19.30,4.02,19.24,4.16,4.21
26,SB2,6/11/2015 0:41:59.149,6,618,10,53.88,562.37,562.44,-0.36,12.60,4.40,31.72,4.26,3.94
27,SB2,6/11/2015 0:43:19.542,2,583,2,67.84,79.68,80.39,-13.96,8.58
28,SB2,6/11/2015 0:43:54.968,2,588,3,76.34,35.34,35.43,-29.16,10.72
29,SB2,6/11/2015 0:45:31.141,2,583,2,59.63,96.08,96.17,-4.99,9.18
30,NB,6/11/2015 0:49:11.784,2,581,1,65.07,648.93,649.82,5.31,4.56
31,SB2,6/11/2015 0:49:34.526,5,613,9,57.09,243.28,243.38,-0.14,15.02,4.42,34.08,4.16
32,SB2,6/11/2015 0:51:19.794,2,583,2,62.06,104.58,105.27,-6.97,8.85
33,SB2,6/11/2015 0:51:39.605,2,583,2,71.30,19.71,19.81,-15.30,8.09
34,SB2,6/11/2015 0:51:48.827,2,588,3,71.15,9.14,9.22,2.89,10.99
