Data For Site: 01200000
       Info 1: 002240
       Info 2: 352.820   83043
Storage Mode : Raw
Start Time   : 06/15/15 at 00:00
Stop Time    : 06/16/15 at 00:00
Data collected by a Phoenix (ver 2.39)

1:  Info: ASCENDING 50                   Mode: Enhanced         Sensors: Pres-Pres       Sensor Spacing:  16.0'  Loop Length:   6.0'  Extra Info:
2:  Info: DESCENDING50                   Mode: Enhanced         Sensors: Pres-Pres       Sensor Spacing:  16.0'  Loop Length:   6.0'  Extra Info:
2:  07:03:07.85   68.1mph, Length= 16.2',
1:  07:03:20.13   66.9mph, Length= 12.5',
2:  07:03:20.86  SnMis #2      Info:
2:  07:04:02.53  SnMis #2      Info:
1:  07:04:03.70   57.6mph, Length= 69.5',
1:  07:04:24.40   75.9mph, Length= 11.3',
2:  07:05:01.28   72.5mph, Length= 15.7',
1:  07:05:06.92   68.2mph, Length= 12.8',
2:  07:05:12.35   69.5mph, Length= 15.6',
1:  07:05:16.72   64.2mph, Length= 16.7',
1:  07:05:48.33   63.1mph, Length= 13.2',
2:  07:06:11.19   72.6mph, Length= 16.3',
1:  07:06:17.88   65.4mph, Length= 18.7',
1:  07:06:35.43   68.1mph, Length= 38.1',
2:  07:07:26.97   71.1mph, Length= 13.2',
1:  07:07:45.66   66.8mph, Length= 12.7',
1:  07:08:55.62   66.7mph, Length= 36.2',
1:  07:09:07.49   68.2mph, Length= 11.6',
2:  07:09:19.26   64.2mph, Length= 15.5',
2:  07:10:05.40   64.3mph, Length= 13.3',
1:  07:10:10.86   64.3mph, Length= 13.7',
1:  07:10:12.47   64.2mph, Length= 10.0',
1:  07:10:16.21   69.6mph, Length= 15.3',
2:  07:11:23.17   71.0mph, Length= 11.6',
1:  07:11:34.94   68.0mph, Length= 13.6',
2:  07:12:19.41   69.6mph, Length= 14.8',
2:  07:12:20.86   66.8mph, Length= 13.0',
1:  07:12:56.68   53.9mph, Length= 42.4',
1:  07:12:58.83   56.7mph, Length= 16.5',
1:  07:13:13.72   65.4mph, Length= 15.9',
1:  07:14:12.95   66.7mph, Length= 63.6',
2:  07:14:27.23   63.0mph, Length= 12.1',
2:  07:14:29.12   60.8mph, Length= 13.5',
1:  07:14:37.92   65.5mph, Length= 13.6',
2:  07:15:39.46   65.4mph, Length= 15.5',
2:  07:15:55.29   69.5mph, Length= 17.5',
2:  07:15:56.99   71.0mph, Length= 33.4',
2:  07:16:14.60   64.2mph, Length= 13.0',
2:  07:17:07.05   71.0mph, Length= 12.7',
2:  07:17:12.29   69.6mph, Length= 14.0',
1:  07:17:19.89   54.8mph, Length= 29.8',
1:  07:17:24.03   52.3mph, Length= 16.1',
1:  07:17:39.53   64.3mph, Length= 13.5',
1:  07:17:44.70   65.4mph, Length= 15.5',
1:  07:17:46.93   66.8mph, Length= 12.5',
2:  07:17:48.27   66.9mph, Length= 14.6',
1:  07:17:54.75   69.6mph, Length= 12.3',
2:  07:18:15.52   66.7mph, Length= 26.2',
1:  07:18:22.54   64.2mph, Length= 14.0',
1:  07:19:06.99   66.9mph, Length= 12.5',
2:  07:19:09.67   68.1mph, Length= 19.6',
2:  07:19:14.12   71.0mph, Length= 13.7',
1:  07:19:34.51   64.2mph, Length= 35.2',
1:  07:19:57.08   59.6mph, Length= 69.5',
1:  07:20:02.37   64.2mph, Length= 46.1',
1:  07:21:14.12   54.7mph, Length= 13.3',
1:  07:21:16.37   55.7mph, Length= 12.4',
1:  07:21:19.30   60.8mph, Length= 34.2',
1:  07:21:24.49   62.0mph, Length= 14.7',
1:  07:21:27.60   59.7mph, Length= 11.9',
1:  07:22:00.27   63.0mph, Length= 44.2',
1:  07:22:09.81   63.1mph, Length= 12.9',
1:  07:22:13.66   69.5mph, Length= 16.0',
2:  07:22:16.51   68.2mph, Length= 13.9',
2:  07:22:30.04   69.5mph, Length= 62.7',
1:  07:22:41.57   63.0mph, Length= 33.8',
1:  07:22:53.66   63.1mph, Length= 15.3',
2:  07:23:22.37   68.0mph, Length= 10.6',
1:  07:23:23.86   71.1mph, Length= 13.4',
2:  07:23:35.37   68.2mph, Length= 12.9',
2:  07:23:59.29   65.4mph, Length= 12.7',
1:  07:24:14.01   64.2mph, Length= 15.1',
1:  07:24:24.20   63.0mph, Length= 15.9',
1:  07:24:32.79   63.0mph, Length= 39.3',
1:  07:24:34.62   64.2mph, Length= 17.3',
1:  07:24:40.44   66.8mph, Length= 15.9',
1:  07:24:41.97   65.5mph, Length= 26.8',
2:  07:24:51.83   68.2mph, Length= 14.4',
2:  07:24:58.19   65.5mph, Length= 13.1',
1:  07:25:03.90   64.3mph, Length= 13.2',
1:  07:25:05.17   65.4mph, Length= 12.8',
1:  07:25:06.86   66.7mph, Length= 12.2',
2:  07:25:14.67   56.7mph, Length= 14.4',
2:  07:25:22.79   69.6mph, Length= 12.3',
1:  07:25:25.02   69.7mph, Length= 13.9',
2:  07:25:42.14   60.8mph, Length= 36.5',
2:  07:25:46.09   61.8mph, Length= 14.9',
1:  07:25:50.57   62.9mph, Length= 55.7',
1:  07:25:53.34   65.4mph, Length= 16.5',
1:  07:25:55.80   61.8mph, Length= 19.6',
1:  07:25:58.95   60.8mph, Length= 16.4',
1:  07:26:16.10   69.5mph, Length= 16.1',
2:  07:26:26.56   68.0mph, Length= 10.5',
1:  07:26:59.07   57.6mph, Length= 64.2',
1:  07:27:08.86   62.9mph, Length= 37.2',
1:  07:27:11.86   64.2mph, Length= 12.7',
2:  07:27:33.48   68.2mph, Length= 12.9',
1:  07:27:38.69   64.2mph, Length= 65.7',
2:  07:28:05.00   65.5mph, Length= 12.5',
1:  07:28:11.21   71.0mph, Length= 69.7',
1:  07:28:34.91   72.6mph, Length= 13.0',
2:  07:28:49.39   64.2mph, Length= 70.5',
2:  07:29:46.27  SnMis #2      Info:
1:  07:29:45.84   57.6mph, Length= 17.1',
1:  07:29:48.04   59.7mph, Length= 14.3',
2:  07:30:03.73   66.9mph, Length= 11.1',
2:  07:30:06.28   63.1mph, Length= 11.8',
2:  07:30:38.82   69.6mph, Length= 13.0',
1:  07:30:57.62   65.4mph, Length= 15.6',
2:  07:31:17.38   64.2mph, Length= 20.3',
2:  07:31:21.31   61.9mph, Length= 12.6',
2:  07:31:48.65   69.6mph, Length= 12.6',
1:  07:31:55.31   62.0mph, Length= 12.8',
1:  07:32:34.41   65.4mph, Length= 70.7',
1:  07:32:42.75   61.8mph, Length= 15.6',
1:  07:32:51.70   69.5mph, Length= 15.0',
1:  07:33:03.26   69.5mph, Length= 18.1',
1:  07:33:05.06   58.7mph, Length= 26.4',
1:  07:33:09.72   61.8mph, Length= 16.2',
1:  07:33:12.26   63.0mph, Length= 14.7',
1:  07:33:17.14   58.6mph, Length= 62.6',
1:  07:33:43.68   57.6mph, Length= 34.1',
1:  07:33:47.83   58.7mph, Length= 18.2',
2:  07:33:51.45   72.6mph, Length= 15.5',
2:  07:34:07.34   71.2mph, Length= 12.2',
