Data File:,'13211512 WB EB 2388N.rdf'
Site Code:,'13211512'
Start Date:,5/28/2015
Start Time:,12:00:00 AM
Sensor Layout:,'51'
Sensor Spacing:,'6.0'
'LOCATION':,'ZONE 11A'
,
,

Vehicle,Channel,Date/Time,Axles,Rule,Class,Speed (mph),Gap,Headway,Acceleration,Spacing (ft.)
164,EB,5/28/2015 5:46:12.700,3,605,8,64.57,60.83,60.91,0.79,13.01,16.83
165,EB,5/28/2015 5:46:42.516,2,600,5,63.47,29.50,29.82,0.00,12.36
166,WB,5/28/2015 5:47:39.990,2,600,5,61.83,165.86,165.94,-2.30,13.37
167,EB,5/28/2015 5:48:24.646,2,588,3,70.70,102.00,102.13,5.18,12.10
168,WB,5/28/2015 5:48:59.057,2,583,2,59.53,78.92,79.07,-10.28,7.89
169,EB,5/28/2015 5:49:53.004,2,583,2,59.11,88.24,88.36,-5.95,8.97
170,EB,5/28/2015 5:50:17.177,2,583,2,65.97,24.07,24.17,-11.45,8.58
171,EB,5/28/2015 5:50:18.740,2,583,2,67.16,1.47,1.56,-13.68,8.49
172,EB,5/28/2015 5:50:36.326,2,588,3,74.81,17.50,17.59,1.72,10.72
173,WB,5/28/2015 5:51:11.882,2,588,3,75.14,132.74,132.83,-7.52,12.14
174,WB,5/28/2015 5:51:46.786,2,583,2,55.58,34.79,34.90,-4.91,9.04
175,WB,5/28/2015 5:51:48.279,2,588,3,52.20,1.38,1.49,0.51,12.24
176,EB,5/28/2015 5:52:05.913,3,605,8,56.80,89.49,89.59,-0.23,14.38,21.03
177,EB,5/28/2015 5:52:09.233,2,583,2,62.88,2.89,3.32,-8.34,8.95
178,EB,5/28/2015 5:53:37.107,6,618,10,49.14,87.78,87.87,0.61,16.05,4.44,30.07,5.15,5.25
179,WB,5/28/2015 5:53:41.041,2,583,2,59.42,112.60,112.76,-5.78,9.38
180,WB,5/28/2015 5:54:36.085,2,583,2,65.45,54.94,55.04,-13.30,8.09
181,EB,5/28/2015 5:54:49.144,5,627,11,66.23,71.20,72.04,1.76,19.15,29.15,13.34,21.35
182,WB,5/28/2015 5:55:20.571,3,605,8,74.31,44.40,44.49,0.56,15.24,16.85
183,EB,5/28/2015 5:55:56.449,2,600,5,64.08,66.47,67.31,-0.92,12.54
184,WB,5/28/2015 5:56:04.430,2,583,2,69.96,43.56,43.86,-8.51,8.67
185,WB,5/28/2015 5:56:46.997,2,583,2,67.57,42.48,42.57,-13.81,9.49
186,WB,5/28/2015 5:57:32.047,2,588,3,65.45,44.95,45.05,-1.06,11.55
187,EB,5/28/2015 5:57:44.240,5,613,9,64.32,107.66,107.79,-0.79,20.51,4.81,29.29,4.39
188,EB,5/28/2015 5:59:39.271,2,583,2,71.15,114.41,115.03,-13.52,9.10
189,EB,5/28/2015 5:59:48.117,6,618,10,68.25,8.76,8.85,-4.03,20.71,4.55,30.01,5.05,8.57
190,WB,5/28/2015 5:59:53.442,2,583,2,55.67,141.27,141.39,-7.06,9.41
191,WB,5/28/2015 6:00:36.827,2,600,5,54.23,43.27,43.39,-1.61,12.92
192,EB,5/28/2015 6:01:25.038,2,600,5,68.39,96.23,96.92,2.15,13.08
193,WB,5/28/2015 6:01:30.611,2,588,3,63.47,53.62,53.78,2.88,11.77
194,EB,5/28/2015 6:02:08.177,2,583,2,64.08,43.01,43.14,-6.91,9.83
195,WB,5/28/2015 6:02:28.888,2,600,5,63.11,58.15,58.28,-4.13,13.12
196,EB,5/28/2015 6:02:35.363,2,588,3,64.45,27.08,27.19,-2.20,10.58
197,WB,5/28/2015 6:02:55.420,2,583,2,60.60,26.39,26.53,-13.57,7.67
198,WB,5/28/2015 6:03:50.578,2,583,2,59.53,55.07,55.16,-6.19,8.81
199,WB,5/28/2015 6:04:11.894,6,618,10,57.29,21.21,21.32,-0.98,12.27,4.41,33.03,4.32,4.27
200,WB,5/28/2015 6:05:28.900,2,583,2,59.11,76.32,77.01,-5.44,8.19
201,WB,5/28/2015 6:06:23.507,2,583,2,77.04,54.51,54.61,-18.38,8.47
202,WB,5/28/2015 6:07:44.223,2,583,2,55.76,80.64,80.72,-7.91,8.45
203,WB,5/28/2015 6:09:43.026,2,583,2,64.20,118.70,118.80,-11.72,8.67
204,WB,5/28/2015 6:11:06.382,2,583,2,64.57,83.26,83.36,-9.26,8.73
205,EB,5/28/2015 6:11:30.900,2,583,2,62.41,535.42,535.54,-8.13,8.99
206,WB,5/28/2015 6:11:37.231,2,583,2,74.97,30.76,30.85,-14.74,8.56
207,WB,5/28/2015 6:14:05.476,2,588,3,54.94,148.17,148.25,0.62,11.77
208,WB,5/28/2015 6:14:19.926,2,583,2,56.71,14.30,14.45,-8.67,8.10
209,WB,5/28/2015 6:15:13.883,2,583,2,56.32,53.86,53.96,-4.49,8.60
210,EB,5/28/2015 6:15:17.245,5,613,9,57.38,226.25,226.35,0.81,17.60,4.51,36.47,4.30
211,EB,5/28/2015 6:15:21.569,3,605,8,62.64,3.58,4.32,-2.77,13.32,17.05
212,EB,5/28/2015 6:17:17.755,2,583,2,79.98,115.85,116.19,-17.96,8.51
213,WB,5/28/2015 6:17:27.259,2,600,5,58.49,133.27,133.38,1.30,13.49
214,WB,5/28/2015 6:18:02.272,3,589,3,60.82,34.86,35.01,0.81,11.31,13.05
215,WB,5/28/2015 6:18:09.848,2,588,3,72.38,7.30,7.58,-5.64,11.63
216,WB,5/28/2015 6:18:22.361,3,605,8,63.11,12.40,12.51,1.57,13.50,22.04
217,WB,5/28/2015 6:18:51.685,2,600,5,55.58,28.94,29.32,-0.51,14.60
218,WB,5/28/2015 6:18:54.166,2,583,2,66.89,2.30,2.48,-15.56,8.96
219,WB,5/28/2015 6:19:09.505,2,588,3,82.75,15.25,15.34,-17.86,10.78
220,WB,5/28/2015 6:20:40.863,2,583,2,59.63,91.27,91.36,-8.05,9.03
221,EB,5/28/2015 6:22:00.755,2,583,2,62.18,282.93,283.00,-8.39,8.61
222,EB,5/28/2015 6:22:08.932,2,583,2,65.20,8.08,8.18,-8.99,9.26
223,EB,5/28/2015 6:22:28.887,2,588,3,68.53,19.86,19.96,-12.22,10.10
224,EB,5/28/2015 6:22:51.808,2,583,2,61.60,22.82,22.92,-11.08,8.98
225,WB,5/28/2015 6:22:53.541,2,583,2,62.88,132.57,132.68,-8.49,8.80
226,EB,5/28/2015 6:23:17.863,5,613,9,62.76,25.96,26.06,-0.61,16.95,4.92,26.96,4.25
227,EB,5/28/2015 6:23:19.984,2,583,2,64.20,1.55,2.12,-2.54,9.06
228,EB,5/28/2015 6:23:25.021,2,600,5,63.47,4.94,5.04,3.38,13.39
229,WB,5/28/2015 6:23:40.156,2,583,2,59.84,46.52,46.61,-5.20,8.90
230,WB,5/28/2015 6:23:41.885,2,583,2,59.74,1.63,1.73,-6.95,9.22
231,WB,5/28/2015 6:23:47.982,2,588,3,63.11,5.99,6.10,2.86,11.65
232,EB,5/28/2015 6:23:48.128,2,583,2,63.71,22.96,23.11,-5.05,8.86
233,WB,5/28/2015 6:23:55.435,2,583,2,67.98,7.33,7.45,-13.13,9.17
234,WB,5/28/2015 6:24:30.698,2,583,2,66.23,35.17,35.26,-8.75,8.57
235,WB,5/28/2015 6:24:33.042,2,583,2,64.95,2.26,2.34,-11.88,8.85
236,WB,5/28/2015 6:25:21.541,2,583,2,66.76,48.41,48.50,-11.23,9.06
237,WB,5/28/2015 6:26:31.343,2,583,2,60.06,69.71,69.80,-10.36,8.91
238,WB,5/28/2015 6:26:32.464,2,583,2,62.52,1.02,1.12,-12.00,8.67
239,EB,5/28/2015 6:26:58.655,2,600,5,59.63,190.43,190.53,-1.26,14.63
240,EB,5/28/2015 6:27:08.348,2,581,1,13.39,9.53,9.69,-4.28,4.74
241,EB,5/28/2015 6:27:08.536,2,592,4,60.71,0.00,0.19,3.68,33.01
242,WB,5/28/2015 6:27:28.165,2,600,5,66.49,55.61,55.70,-0.96,13.35
243,WB,5/28/2015 6:28:01.315,2,583,2,63.11,33.01,33.15,-9.66,8.90
