Month,Day,Time,Lane,Class,Speed,Length,Headway,Direction
7,12,9:55:02 AM,1,2,86,1736,51,EB
7,12,9:55:04 AM,1,5,61,2254,2,EB
7,12,9:55:21 AM,1,3,71,1831,17,EB
7,12,9:55:56 AM,1,3,67,1849,35,EB
7,12,9:56:17 AM,1,3,72,2033,21,EB
7,12,9:56:19 AM,1,2,70,1546,2,EB
7,12,9:57:04 AM,1,9,67,6673,45,EB
7,12,9:57:13 AM,1,2,68,1583,9,EB
7,12,9:57:25 AM,1,3,68,3865,12,EB
7,12,9:57:52 AM,1,3,65,1588,27,EB
7,12,9:58:28 AM,1,2,63,1544,36,EB
7,13,9:00:07 AM,1,2,0,1160,12,EB
7,13,9:01:17 AM,1,3,65,1974,70,EB
7,13,9:01:19 AM,1,2,65,1688,2,EB
7,13,9:01:29 AM,1,5,75,1783,10,EB
7,13,9:01:43 AM,1,3,71,2010,14,EB
7,13,9:03:56 AM,1,2,69,1789,133,EB
7,13,9:04:22 AM,1,3,71,2290,26,EB
7,13,9:05:15 AM,1,10,60,7398,53,EB
7,13,9:05:26 AM,1,3,58,3401,11,EB
7,13,9:06:19 AM,1,6,65,3465,53,EB
7,13,9:06:25 AM,1,3,69,1962,6,EB
7,13,9:06:28 AM,1,3,65,3542,3,EB
7,13,9:06:31 AM,1,3,65,1920,3,EB
7,13,9:07:29 AM,1,1,0,551,58,EB
7,13,9:07:31 AM,1,1,66,531,2,EB
7,13,9:07:32 AM,1,1,0,493,1,EB
7,13,9:07:32 AM,1,14,155,28100,0,EB
7,13,9:07:34 AM,1,1,0,600,2,EB
7,13,9:07:37 AM,1,14,155,9857,3,EB
7,13,9:07:40 AM,1,1,0,444,3,EB
7,13,9:07:51 AM,1,14,155,11563,11,EB
7,13,9:07:56 AM,1,5,65,4001,5,EB
7,13,9:08:52 AM,1,3,70,4991,56,EB
7,13,9:08:55 AM,1,5,74,1947,3,EB
7,13,9:09:05 AM,1,4,68,3325,10,EB
7,13,9:09:32 AM,1,3,75,1988,27,EB
7,13,9:09:34 AM,1,3,59,2513,2,EB
7,13,9:09:35 AM,1,2,64,1452,1,EB
7,13,9:09:37 AM,1,2,67,1676,2,EB
7,13,9:09:38 AM,1,2,69,1676,1,EB
7,13,9:09:43 AM,1,4,56,3417,5,EB
7,13,9:09:44 AM,1,2,56,1487,1,EB
7,13,9:09:46 AM,1,3,55,3168,2,EB
7,13,9:10:00 AM,1,3,67,3108,14,EB
7,13,9:10:42 AM,1,2,69,1523,42,EB
7,13,9:10:48 AM,1,3,72,1810,6,EB
7,13,9:11:41 AM,1,2,73,1691,53,EB
7,13,9:11:54 AM,1,2,75,1838,13,EB
7,13,9:13:52 AM,1,2,70,3279,118,EB
7,13,9:14:25 AM,1,3,68,3635,33,EB
7,13,9:15:05 AM,1,3,65,1838,40,EB
7,13,9:15:23 AM,1,3,65,3086,18,EB
7,13,9:16:28 AM,1,2,0,1266,65,EB
7,13,9:16:29 AM,1,3,0,1471,1,EB
7,13,9:19:02 AM,1,3,72,1987,153,EB
7,13,9:22:16 AM,1,3,0,1240,194,EB
7,13,9:25:04 AM,1,6,53,3050,168,EB
7,13,9:25:07 AM,1,6,51,3116,3,EB
7,13,9:25:10 AM,1,3,50,1892,3,EB
7,13,9:25:12 AM,1,2,50,1703,2,EB
7,13,9:26:26 AM,1,1,0,484,74,EB
7,13,9:26:31 AM,1,2,74,1538,5,EB
7,13,9:26:55 AM,1,2,69,1606,24,EB
7,13,9:27:57 AM,1,2,0,1328,62,EB
7,13,9:31:00 AM,1,3,69,1891,183,EB
7,13,9:31:04 AM,1,2,65,1699,4,EB
7,13,9:31:07 AM,1,3,68,1830,3,EB
7,13,9:31:10 AM,1,2,65,1627,3,EB
7,13,9:31:12 AM,1,2,61,1890,2,EB
7,13,9:31:17 AM,1,3,63,1832,5,EB
7,13,9:31:19 AM,1,2,63,1613,2,EB
7,13,9:31:21 AM,1,2,62,1625,2,EB
7,13,9:31:23 AM,1,2,62,1596,2,EB
7,13,9:31:25 AM,1,2,60,1737,2,EB
7,13,9:31:33 AM,1,8,58,4195,8,EB
7,13,9:31:38 AM,1,5,62,4694,5,EB
7,13,9:31:40 AM,1,3,64,4299,2,EB
7,13,9:31:42 AM,1,2,61,1527,2,EB
7,13,9:31:43 AM,1,2,63,1618,1,EB
7,13,9:31:46 AM,1,2,65,1852,3,EB
